Episode,Execution Time (seconds),Time Cost
1000,0.6622867584228516,9992776.206666667
1000,0.5909383296966553,10000000
1000,0.5887947082519531,10000000
1000,0.5913572311401367,9992737.653333332
1000,0.5819740295410156,9993216.166666666
1000,0.5888938903808594,9993228.64
1000,0.5894670486450195,9992874.1
1000,0.5690097808837891,10000000
1000,0.597130298614502,10000000
1000,0.6011819839477539,9993751.02
1000,0.5930929183959961,10000000
1000,0.5972778797149658,10000000
