Episode,Execution Time (seconds),Time Cost
100,0.058489084243774414,9970000003510.262
100,0.06033515930175781,9970000003152.672
100,0.06455087661743164,5064.92
100,0.06294083595275879,9970000002293.676
100,0.06153702735900879,9970000004087.61
100,0.05693984031677246,9980000002907.055
100,0.05946493148803711,9970000002966.51
100,0.05795598030090332,9970000002293.676
