Experiment ID,Episode,Execution Time (seconds),Time Cost
400-4,400,1.1326258182525635,2517.6560907779667
400-5,400,1.182692050933838,2740.8832000000007
400-9,400,1.2586209774017334,1432.6830483048307
400-12,400,1.0687777996063232,2215.595463546355
400-16,400,1.169187068939209,2853.2210150615065
400-17,400,1.174651861190796,2259.6901950195024
400-18,400,1.1347267627716064,2258.9663006300634
400-19,400,1.2531447410583496,2034.1987267245245
400-21,400,1.1602351665496826,1619.4242724272428
400-22,400,1.1291141510009766,1432.6830483048307
400-23,400,1.1817553043365479,1886.3933333333339
400-24,400,1.1943721771240234,1430.8878187818782
400-28,400,1.188410997390747,2227.981176117612
400-29,400,1.1356029510498047,2450.5031563156313
