Experiment ID,Number of Ants,Execution Time (seconds),Time Cost (seconds)
300-6,300,0.6119821071624756,4279.564782478247
300-7,300,0.16086196899414062,5020.312877287728
300-8,300,0.6242790222167969,5326.337401740174
300-9,300,0.6510787010192871,4641.380266666666
300-10,300,0.6347520351409912,4487.603004115226
300-11,300,0.6211788654327393,4417.799670781892
300-12,300,0.6166341304779053,3482.2590579057905
300-13,300,0.6148760318756104,4411.0080768076805
300-14,300,0.3101470470428467,5253.1975999999995
300-15,300,0.5789039134979248,3458.430525052505
300-16,300,0.6341760158538818,3987.53499549955
300-17,300,0.6180408000946045,3482.2590579057905
300-18,300,0.3556208610534668,5284.415511551155
300-19,300,0.596221923828125,4472.54205220522
300-20,300,0.5180981159210205,3538.4138733873388
300-21,300,0.6206369400024414,4841.950531053105
300-22,300,0.6279952526092529,4600.021302130213
300-23,300,0.6185729503631592,4279.564782478247
300-24,300,0.40901994705200195,5747.825748574858
300-25,300,0.6096649169921875,4937.112319231923
300-26,300,0.6207280158996582,4674.177467746776
300-27,300,0.6261277198791504,5234.912781278128
300-28,300,0.6019887924194336,3563.2828806584357
300-29,300,0.6163980960845947,3586.5281848184813
300-30,300,0.36011695861816406,5058.2810921092105
350-1,350,0.35947203636169434,4617.406816681669
350-2,350,0.7512459754943848,3885.969094650205
350-3,350,0.7314820289611816,4142.022592259226
350-4,350,0.7591860294342041,3767.8823702370228
350-5,350,0.4351811408996582,4853.256954732509
350-6,350,0.727229118347168,4121.314755475547
350-7,350,0.7530190944671631,4037.6355535553557
350-8,350,0.7486071586608887,3559.1942514251423
350-9,350,0.7250378131866455,4801.127794779479
350-10,350,0.7107968330383301,5183.789780978097
350-11,350,0.7565281391143799,3483.373819381938
350-12,350,0.21649408340454102,3460.2257545754574
350-13,350,0.7372879981994629,3361.736105610561
350-14,350,0.744208812713623,3361.736105610561
350-15,350,0.723552942276001,3547.934125412541
350-16,350,0.7251911163330078,4937.112319231923
350-17,350,0.7236578464508057,3416.5173837383736
350-18,350,0.7703850269317627,4600.021302130213
350-19,350,0.7050659656524658,3438.5614881488145
350-20,350,0.7373850345611572,3361.736105610561
350-21,350,0.5873582363128662,5792.342982298229
350-22,350,0.3969841003417969,4077.565598559856
350-23,350,0.7211239337921143,3361.736105610561
