Experiment ID,Number of Ants,Execution Time (seconds),Time Cost (seconds)
2200-1,2200,0.6970663070678711,5903.1497092774935
2200-2,2200,2.6045074462890625,5968.935870935013
2200-3,2200,2.172593832015991,7089.407064096816
2200-4,2200,3.1323864459991455,6575.258097050308
2200-5,2200,4.027698516845703,5968.935870935013
2200-6,2200,4.399103879928589,9227.347513583589
2200-7,2200,3.9444477558135986,3838.7635482677133
2200-8,2200,4.520979404449463,6993.308832695113
2200-9,2200,4.33605694770813,8334.61628023438
2200-10,2200,4.240612030029297,10081.992086580343
2200-11,2200,0.6826260089874268,6591.38449500633
2200-12,2200,4.36951470375061,8340.72206229687
2200-13,2200,3.0286824703216553,6112.425547132706
2200-14,2200,3.9787817001342773,5160.960974738207
2200-15,2200,4.383189916610718,10203.682386861485
2200-16,2200,1.7000648975372314,5968.935870935013
2200-17,2200,2.808659315109253,5918.329312161673
2200-18,2200,4.3726160526275635,11237.428339182332
2200-19,2200,1.4915549755096436,6018.302859632107
2200-20,2200,2.6767184734344482,5699.7001272444395
2200-21,2200,1.7049312591552734,6591.38449500633
2200-22,2200,4.195722579956055,5338.114940733415
2200-23,2200,0.9208877086639404,6068.019725299001
2200-24,2200,1.321223497390747,5957.079376252452
2200-25,2200,2.493281602859497,6135.478745650007
2200-26,2200,1.3026504516601562,6068.488561099921
2200-27,2200,4.2521653175354,9470.503075718825
2200-28,2200,1.4089086055755615,6386.07327220553
2200-29,2200,1.0941941738128662,6591.38449500633
2200-30,2200,3.55706787109375,6068.488561099921
2400-1,2400,2.435603141784668,6004.132942407445
2400-2,2400,1.399414300918579,5968.935870935013
2400-3,2400,1.7477405071258545,6575.258097050308
2400-4,2400,1.036963701248169,5904.573748821556
2400-5,2400,0.6970984935760498,5699.7001272444395
2400-6,2400,2.475480556488037,5968.935870935013
2400-7,2400,3.814882516860962,6591.38449500633
2400-8,2400,4.6914379596710205,8223.109638019747
2400-9,2400,3.140580654144287,6591.38449500633
2400-10,2400,1.4211173057556152,6886.22220792827
2400-11,2400,1.9192161560058594,6068.019725299001
2400-12,2400,3.287681818008423,6018.302859632107
2400-13,2400,4.550343036651611,4627.995823037486
2400-14,2400,4.1983256340026855,5918.329312161673
2400-15,2400,4.512090444564819,6791.3758249075545
2400-16,2400,4.740504264831543,6033.137040188664
2400-17,2400,4.497539520263672,7089.407064096816
2400-18,2400,3.808309316635132,6886.22220792827
2400-19,2400,4.827077150344849,5795.092963801809
2400-20,2400,1.0068626403808594,6135.478745650007
2400-21,2400,4.754010438919067,8120.678956830235
2400-22,2400,1.068828821182251,6018.302859632107
2400-23,2400,0.8028228282928467,6081.426872714868
2400-24,2400,4.3578269481658936,5205.128996152356
2400-25,2400,3.505054235458374,5944.230668586115
2400-26,2400,3.1460421085357666,6018.302859632107
2400-27,2400,1.0848033428192139,6112.425547132706
2400-28,2400,4.679108381271362,10997.22760202365
2400-29,2400,0.8435051441192627,5957.079376252452
2400-30,2400,4.579063653945923,4880.0212092643715
2600-1,2600,0.7919130325317383,6018.302859632107
2600-2,2600,1.659440040588379,5944.230668586115
2600-3,2600,3.1533424854278564,5903.1497092774935
2600-4,2600,1.7195138931274414,6422.749830187777
2600-5,2600,1.6978189945220947,6135.478745650007
2600-6,2600,1.2335224151611328,6068.488561099921
2600-7,2600,4.716871500015259,5474.818808417287
2600-8,2600,0.9052562713623047,5918.329312161673
2600-9,2600,5.031728982925415,10766.535386519805
2600-10,2600,3.0451574325561523,6422.749830187777
2600-11,2600,4.591047763824463,6081.426872714868
2600-12,2600,1.118882179260254,6135.478745650007
2600-13,2600,4.738878488540649,4660.271100241364
2600-14,2600,5.166766166687012,7237.117094885907
2600-15,2600,1.5549540519714355,5904.573748821556
2600-16,2600,4.986396551132202,5799.765721182254
2600-17,2600,4.928429365158081,6631.509529897012
2600-18,2600,3.820373773574829,6004.132942407445
2600-19,2600,0.9456782341003418,5957.079376252452
2600-20,2600,4.695391654968262,4593.579305685251
2600-21,2600,1.5121960639953613,6422.749830187777
2600-22,2600,2.4696168899536133,6004.132942407445
2600-23,2600,4.826148748397827,5205.128996152356
2600-24,2600,5.0305726528167725,8751.999642960976
2600-25,2600,3.486656427383423,7089.407064096816
2600-26,2600,5.045181035995483,12477.792511268304
2600-27,2600,1.3589982986450195,6081.426872714868
2600-28,2600,1.7170240879058838,5699.7001272444395
2600-29,2600,1.4085607528686523,5699.7001272444395
2600-30,2600,1.3962469100952148,6591.38449500633
2800-1,2800,0.939434289932251,5904.573748821556
2800-2,2800,1.6313579082489014,5918.329312161673
2800-3,2800,1.567206621170044,6068.019725299001
2800-4,2800,4.287805795669556,6018.302859632107
2800-5,2800,1.3664956092834473,6081.426872714868
2800-6,2800,4.008408784866333,5699.7001272444395
2800-7,2800,1.7328495979309082,6112.425547132706
2800-8,2800,0.8133985996246338,5918.329312161673
2800-9,2800,1.4972782135009766,5699.7001272444395
2800-10,2800,2.7686574459075928,6422.749830187777
2800-11,2800,3.74910306930542,6386.07327220553
2800-12,2800,3.165144205093384,5903.1497092774935
2800-13,2800,1.4432053565979004,5944.230668586115
2800-14,2800,4.4393556118011475,5957.079376252452
2800-15,2800,5.092042684555054,5546.489232712767
2800-16,2800,3.215116500854492,5904.573748821556
2800-17,2800,2.8016512393951416,7089.407064096816
2800-18,2800,2.1718358993530273,6135.478745650007
2800-19,2800,1.030040979385376,5968.935870935013
2800-20,2800,5.120951414108276,6888.206598681601
2800-21,2800,1.0234909057617188,6068.488561099921
2800-22,2800,5.115261554718018,4791.268687619987
