-139,265
-6,225
-69,-255
-228,167
16,0
-201,-81
63,-162
134,-324
187,-48
75,100
-117,128
156,33
-17,-322
-82,-112
-208,320
256,-267
285,-85
258,206
-252,302
205,266
32,46
-140,262
144,-46
-45,-53
158,-31
81,-5
14,40
197,-152
-97,-262
-84,323
322,-95
328,-109
260,69
108,243
183,223
277,-306
117,120
-193,-78
-305,153
308,-130
41,-157
185,179
271,37
174,-243
305,297
310,86
17,303
300,-13
-230,-213
84,242
