Experiment ID,Episode,Execution Time (seconds),Time Cost
400-3,400,2.6389026641845703,4844.32
400-7,400,1.8202078342437744,2744.5278787878788
400-8,400,4.362528085708618,4284.149724861374
400-16,400,1.8822951316833496,4015.2281188118804
400-20,400,3.9056198596954346,4117.81366255144
400-21,400,2.925501823425293,3937.3218781878177
400-22,400,2.4255950450897217,4072.367182718271
400-23,400,2.829613208770752,4033.476243624362
400-28,400,1.7431409358978271,3181.828629233293
400-29,400,3.5580220222473145,2980.2818541854185
400-30,400,1.622194766998291,2712.685394539454
