Experiment ID,Episode,Execution Time (seconds),Time Cost,Find
400-0,400,0.7366220951080322,3788.706666666666,True
400-1,400,0.6819920539855957,99801248.44331233,False
400-2,400,0.7038300037384033,99801218.26986668,False
400-3,400,0.6287920475006104,3646.060452674897,True
400-4,400,0.691396951675415,3962.1050205761317,True
400-5,400,0.6406021118164062,5224.4670781893,True
400-6,400,0.5747859477996826,4380.566666666666,True
400-7,400,0.6182808876037598,4827.427353086419,True
400-8,400,0.673079252243042,4207.1897640504785,True
400-9,400,0.7151751518249512,3840.431733333333,True
400-10,400,0.6896369457244873,2714.739363216322,True
400-11,400,0.7020738124847412,3008.5016000000005,True
400-12,400,0.7553379535675049,99502089.35924897,False
400-13,400,0.5869641304016113,4675.87800180018,True
400-14,400,0.6668901443481445,4123.404335747648,True
400-15,400,0.7410571575164795,2519.163004115226,True
400-16,400,0.6458950042724609,4380.566666666666,True
400-17,400,0.7333617210388184,3072.8104526748975,True
400-18,400,0.735015869140625,5501.033853497942,True
400-19,400,0.748831033706665,4242.53030946502,True
400-20,400,0.6207282543182373,3748.3669083204613,True
400-21,400,0.5424649715423584,3497.0733333333337,True
400-22,400,0.7793610095977783,3711.9427737218166,True
400-23,400,0.737130880355835,4437.955471176747,True
400-24,400,0.7124841213226318,3885.4431999999997,True
400-25,400,0.6453409194946289,1788.82,True
400-26,400,0.6699662208557129,3490.760082304527,True
400-27,400,0.7446987628936768,3497.0733333333337,True
400-28,400,0.603186845779419,3403.06,True
400-29,400,0.7646703720092773,3568.7303164760915,True
