Experiment ID,Number of Ants,Travel Time Cost (seconds),Execution Time (seconds)
1,350,3625.3334112532975,0.10266256332397461
2,350,4339.747208835341,0.06708812713623047
3,350,4719.015689260585,0.13516592979431152
4,350,1752.4948650345666,0.12768912315368652
5,350,3039.8699712628027,0.13270950317382812
6,350,2688.1694140249756,0.13306975364685059
7,350,4091.6324949547848,0.12700629234313965
8,350,3229.820795341458,0.14222145080566406
9,350,4019.0010441767067,0.1303873062133789
10,350,2250.1466666666665,0.12384867668151855
11,350,3864.0017848089556,0.12766385078430176
12,350,4130.759999999999,0.12682604789733887
13,350,3172.4906626506017,0.1318955421447754
14,350,4946.1854417670675,0.06144452095031738
15,350,3822.2157228915657,0.13140201568603516
16,350,4420.258549471661,0.12694025039672852
17,350,3055.3321686746986,0.07263922691345215
18,350,1787.1360136025573,0.13222146034240723
19,350,4601.890421686746,0.05206894874572754
20,350,4777.197797624449,0.12635207176208496
21,350,3807.2889357429717,0.13183307647705078
22,350,3187.6901903093844,0.12741756439208984
23,350,2930.635722891566,0.13168931007385254
24,350,4045.2187550200797,0.12826085090637207
25,350,3155.108924111431,0.12922310829162598
26,350,3735.5888648418327,0.12822651863098145
27,350,2803.7749942784885,0.12367081642150879
28,350,3872.223312391911,0.12993741035461426
29,350,3886.320271745847,0.10021328926086426
30,350,4381.665223860602,0.11371779441833496
31,350,3543.3459638554214,0.13089537620544434
32,350,3045.3244899697106,0.12416982650756836
33,350,4156.924779116465,0.13379430770874023
34,350,3739.2510441767063,0.1289539337158203
35,350,1969.9034710514873,0.12274813652038574
36,350,3120.9047722371884,0.12688469886779785
37,350,1801.411760146823,0.1258220672607422
38,350,2592.7999999999993,0.11823296546936035
39,350,2701.1750492940155,0.13523221015930176
40,350,3217.90437196909,0.09809231758117676
41,350,2558.02444284342,0.12725138664245605
42,350,4770.618386167147,0.12775468826293945
43,350,2782.130105667627,0.13092494010925293
44,350,4194.735277294502,0.12185192108154297
45,350,4940.268838831427,0.13806867599487305
46,350,2416.206966557681,0.09664320945739746
47,350,3701.0619076305215,0.13125085830688477
48,350,3001.142761203833,0.13673758506774902
49,350,2316.7402347029524,0.1268763542175293
50,350,3249.706856976051,0.1396799087524414
51,350,5474.6579116465855,0.13228154182434082
52,350,inf,0.03217196464538574
53,350,4995.679935205184,0.12708163261413574
54,350,2150.1990764642787,0.13207650184631348
55,350,4845.138327611821,0.11416459083557129
56,350,5031.230200803213,0.12616848945617676
57,350,6126.343676982672,0.05936264991760254
58,350,2935.8610441767064,0.12071943283081055
59,350,3866.410252386051,0.13961434364318848
60,350,4886.355531508499,0.12477922439575195
61,350,3770.6799790585774,0.12727642059326172
62,350,3231.7533333333326,0.12618541717529297
63,350,2680.421987951807,0.12876033782958984
64,350,5127.164096143855,0.11816024780273438
65,350,3792.1648482676005,0.08561229705810547
66,350,5221.804999999999,0.1439342498779297
67,350,3665.8989357429714,0.13574910163879395
68,350,3001.5936801542553,0.12215971946716309
69,350,3457.951959654178,0.1269364356994629
70,350,3197.7949902163887,0.11917376518249512
71,350,2723.3325505135235,0.13173866271972656
72,350,4390.749357429718,0.13065457344055176
73,350,3619.4349712628027,0.12366890907287598
74,350,4437.560100401605,0.12516045570373535
75,350,5358.935722891565,0.1311016082763672
76,350,2801.533230928427,0.13373088836669922
77,350,5151.5135571939345,0.11687779426574707
78,350,3793.6077691422142,0.13330292701721191
79,350,3171.0767269076305,0.1282646656036377
80,350,4104.403603000595,0.10713648796081543
81,350,3733.962742555235,0.10883069038391113
82,350,3611.2555421686743,0.13116025924682617
83,350,3827.8656626506017,0.12822341918945312
84,350,1191.2616666666663,0.1207582950592041
85,350,3136.865521485234,0.14317703247070312
86,350,3536.85,0.11545562744140625
87,350,1246.9416666666664,0.1346883773803711
88,350,3774.497309236947,0.13016581535339355
89,350,3611.7724097976115,0.1351761817932129
90,350,6670.340662650602,0.03007197380065918
91,350,5757.627730923695,0.025557756423950195
92,350,3058.0075717025466,0.13031387329101562
93,350,2923.051204819277,0.12266969680786133
94,350,5734.985585002899,0.1317296028137207
95,350,3179.5106190986107,0.12862753868103027
96,350,3077.5277710843375,0.1310122013092041
97,350,4319.215441767067,0.12629938125610352
98,350,2764.931907630522,0.12170219421386719
99,350,3572.564459265347,0.09511947631835938
100,350,3612.8751777137363,0.13117170333862305
