Experiment ID,Number of Ants,Travel Time Cost (seconds),Execution Time (seconds)
350-1,350,8912.630000000001,0.6304340362548828
350-2,350,4170.400000000001,0.610379695892334
350-3,350,4982.16,0.640697717666626
350-4,350,10427.11,0.6248037815093994
350-5,350,8194.579999999998,0.6355593204498291
350-6,350,5628.099999999999,0.6279959678649902
350-7,350,8684.779999999999,0.628472089767456
350-8,350,7512.99,0.49990105628967285
350-9,350,2815.350000000001,0.6202328205108643
350-10,350,7622.240000000002,0.641664981842041
350-11,350,6920.0599999999995,0.6489641666412354
350-12,350,9083.660000000003,0.6590280532836914
350-13,350,9353.319999999998,0.6243860721588135
350-14,350,10295.08,0.6161258220672607
350-15,350,7429.31,0.6317949295043945
350-16,350,7066.84,0.6218686103820801
350-17,350,9175.79,0.6284911632537842
350-18,350,9008.82,0.6279759407043457
350-19,350,10047.26,0.583143949508667
350-20,350,12102.09,0.630079984664917
350-21,350,11860.789999999999,0.6243939399719238
350-22,350,6406.08,0.6332731246948242
350-23,350,9949.55,0.6429822444915771
350-24,350,9002.96,0.6347677707672119
350-25,350,9858.48,0.658743143081665
350-26,350,9898.71,0.6337931156158447
350-27,350,9464.18,0.6360440254211426
350-28,350,8313.459999999997,0.639564037322998
350-29,350,7564.180000000002,0.6405239105224609
350-30,350,10123.369999999999,0.618553876876831
350-31,350,inf,0.5473840236663818
350-32,350,1444.1799999999998,0.6521627902984619
350-33,350,10771.939999999999,0.6343209743499756
350-34,350,8765.07,0.6423850059509277
350-35,350,11797.849999999999,0.6544618606567383
350-36,350,inf,0.5476112365722656
350-37,350,13197.22,0.45231080055236816
350-38,350,10485.97,0.27367401123046875
350-39,350,13014.979999999998,0.6879279613494873
350-40,350,13370.48,0.6459901332855225
350-41,350,3423.18,0.5913972854614258
350-42,350,9977.329999999998,0.6379909515380859
350-43,350,8821.66,0.6355748176574707
350-44,350,6731.93,0.6403441429138184
350-45,350,6075.099999999999,0.6151978969573975
350-46,350,6282.400000000001,0.6602151393890381
350-47,350,10538.720000000001,0.6445140838623047
350-48,350,7385.74,0.6472771167755127
350-49,350,5803.339999999999,0.6464498043060303
350-50,350,1199.6799999999998,0.5855119228363037
350-51,350,4807.839999999999,0.5899500846862793
350-52,350,6997.719999999999,0.5116491317749023
350-53,350,10690.64,0.12492489814758301
350-54,350,6298.41,0.6888430118560791
350-55,350,11150.729999999998,0.6561799049377441
350-56,350,7918.34,0.6123838424682617
350-57,350,6420.6,0.627748966217041
350-58,350,11630.59,0.09620237350463867
350-59,350,10057.93,0.6366462707519531
350-60,350,1548.1000000000001,0.6007339954376221
350-61,350,12347.490000000002,0.6349408626556396
350-62,350,7986.429999999999,0.6234009265899658
350-63,350,7529.610000000001,0.6426470279693604
350-64,350,11150.02,0.6313037872314453
350-65,350,9412.3,0.585564136505127
350-66,350,12382.309999999998,0.3457820415496826
350-67,350,9984.52,0.6338331699371338
350-68,350,11541.899999999998,0.6555221080780029
350-69,350,7400.219999999999,0.6462059020996094
350-70,350,6627.84,0.6447811126708984
350-71,350,8614.379999999997,0.6441590785980225
350-72,350,6621.64,0.6367781162261963
350-73,350,3418.7799999999997,0.6471798419952393
350-74,350,8120.8099999999995,0.6308138370513916
350-75,350,7465.589999999999,0.6228048801422119
350-76,350,10909.019999999997,0.6351001262664795
350-77,350,9999.269999999999,0.6307761669158936
350-78,350,1441.6800000000003,0.6086728572845459
350-79,350,7366.62,0.6398472785949707
350-80,350,8874.509999999998,0.591472864151001
350-81,350,6636.660000000001,0.6095349788665771
350-82,350,5583.629999999999,0.28070497512817383
350-83,350,11545.599999999999,0.6416411399841309
350-84,350,9222.460000000001,0.6470069885253906
350-85,350,5409.559999999999,0.633516788482666
350-86,350,inf,0.5523898601531982
350-87,350,13505.34,0.13975811004638672
350-88,350,7411.680000000001,0.6313490867614746
350-89,350,13188.109999999999,0.6370429992675781
350-90,350,7619.43,0.6371281147003174
350-91,350,inf,0.6879479885101318
350-92,350,14414.84,0.20577692985534668
350-93,350,12572.149999999998,0.25050783157348633
350-94,350,3403.1400000000003,0.6354131698608398
350-95,350,10981.079999999998,0.7147688865661621
350-96,350,9332.099999999999,0.4623868465423584
350-97,350,8777.42,0.635167121887207
350-98,350,15058.54,0.2633240222930908
350-99,350,11770.719999999998,0.6206870079040527
350-100,350,10180.350000000002,0.6026220321655273
350-101,350,7954.5,0.5830259323120117
350-102,350,14265.219999999998,0.5996448993682861
350-103,350,14800.180000000006,0.6767771244049072
350-104,350,11398.020000000002,0.6676039695739746
350-105,350,7176.540000000001,0.6506009101867676
350-106,350,15786.789999999997,0.2995450496673584
350-107,350,5756.01,0.8978700637817383
350-108,350,9878.599999999999,0.6987979412078857
350-109,350,7771.5599999999995,0.6493518352508545
350-110,350,6960.4,0.6017494201660156
350-111,350,10117.98,0.6307430267333984
350-112,350,6316.26,0.6895401477813721
350-113,350,8464.9,0.5881061553955078
350-114,350,8987.869999999999,0.5552468299865723
350-115,350,6359.48,0.5950210094451904
350-116,350,9170.339999999998,0.6072640419006348
350-117,350,8736.210000000001,0.5950279235839844
350-118,350,11032.18,0.6316602230072021
350-119,350,10244.57,0.6093108654022217
350-120,350,11633.79,0.2862579822540283
350-121,350,9086.32,0.6098639965057373
350-122,350,8373.62,0.6136860847473145
350-123,350,2364.2400000000002,0.5763049125671387
350-124,350,9393.27,0.5869858264923096
350-125,350,11993.54,0.5872490406036377
350-126,350,12574.619999999997,0.6085770130157471
350-127,350,9153.029999999999,0.3516068458557129
350-128,350,10936.7,0.6069986820220947
350-129,350,8893.69,0.6019289493560791
350-130,350,9074.840000000004,0.6077661514282227
350-131,350,8429.7,0.617171049118042
350-132,350,12483.370000000003,0.5694811344146729
350-133,350,11142.979999999998,0.5986168384552002
350-134,350,4512.08,0.6543371677398682
350-135,350,9787.769999999999,0.6400351524353027
350-136,350,8609.41,0.5123310089111328
350-137,350,inf,0.5549678802490234
350-138,350,7642.039999999999,0.639348030090332
350-139,350,11920.56,0.7131490707397461
350-140,350,9464.199999999999,0.6465747356414795
350-141,350,8435.240000000002,0.5472638607025146
350-142,350,6728.68,0.672792911529541
350-143,350,10965.619999999999,0.6797089576721191
350-144,350,8183.299999999998,0.6451001167297363
350-145,350,10645.389999999998,0.5445749759674072
350-146,350,6811.39,0.6265320777893066
350-147,350,11363.380000000001,0.3138880729675293
350-148,350,8811.919999999998,0.6691796779632568
350-149,350,5216.02,0.5995051860809326
350-150,350,4688.25,0.5946052074432373
350-151,350,7385.219999999999,0.5480959415435791
350-152,350,10487.779999999999,0.5927901268005371
350-153,350,inf,0.5318911075592041
350-154,350,8768.14,0.6398470401763916
350-155,350,4049.580000000001,0.5941057205200195
350-156,350,inf,0.6460850238800049
350-157,350,1525.98,0.5845422744750977
350-158,350,inf,0.6522269248962402
350-159,350,10212.54,0.6317570209503174
350-160,350,18310.67,0.07832789421081543
350-161,350,inf,0.5690507888793945
350-162,350,13292.769999999999,0.33272600173950195
350-163,350,10505.36,0.6690740585327148
350-164,350,11301.660000000002,0.6170687675476074
350-165,350,7419.2800000000025,0.6111679077148438
350-166,350,6655.08,0.5992579460144043
350-167,350,3920.76,0.5988659858703613
350-168,350,6214.840000000001,0.6563878059387207
350-169,350,9455.02,0.6784167289733887
350-170,350,11649.390000000003,0.6173238754272461
350-171,350,10387.84,0.3089890480041504
350-172,350,15574.059999999998,0.630850076675415
350-173,350,7408.67,0.37317919731140137
350-174,350,12867.470000000001,0.6201121807098389
350-175,350,3232.579999999999,0.6187970638275146
350-176,350,5795.69,0.6354138851165771
350-177,350,11010.83,0.40371084213256836
350-178,350,8205.1,0.4798269271850586
350-179,350,9711.239999999998,0.6346759796142578
350-180,350,inf,0.5558972358703613
350-181,350,inf,0.5542349815368652
350-182,350,11103.95,0.5333781242370605
350-183,350,11306.5,0.637197732925415
350-184,350,11610.239999999998,0.6572349071502686
350-185,350,4668.330000000001,0.6398890018463135
350-186,350,9419.39,0.6489989757537842
350-187,350,9862.44,0.632946252822876
350-188,350,13501.819999999996,0.6274378299713135
350-189,350,13696.169999999998,0.346466064453125
350-190,350,7245.200000000001,0.6416981220245361
350-191,350,9263.619999999999,0.35520172119140625
350-192,350,8836.8,0.652411937713623
350-193,350,5237.83,0.6839191913604736
350-194,350,10942.350000000002,0.7666869163513184
