Experiment ID,Number of Ants,Travel Time Cost (seconds),Execution Time (seconds)
1,350,9872.961923119137,0.13136720657348633
2,350,16261.54766570605,0.09764409065246582
3,350,11884.582965263859,0.14821600914001465
4,350,5858.032315081651,0.13270115852355957
5,350,10190.122409638552,0.1419210433959961
6,350,12732.98690763052,0.13540267944335938
7,350,15565.259977113952,0.14147138595581055
8,350,11567.69264169068,0.14919352531433105
9,350,13906.66409638554,0.15535974502563477
10,350,11627.08778160076,0.03554391860961914
11,350,11777.469703769195,0.13619518280029297
12,350,22135.74161458968,0.16376376152038574
13,350,12815.911824081682,0.13922381401062012
14,350,12988.719641895632,0.12366151809692383
15,350,15172.716626506022,0.14978694915771484
16,350,16200.727427904205,0.13976287841796875
17,350,8671.813310447287,0.14973020553588867
18,350,4492.492476282089,0.13507437705993652
19,350,12581.610054146928,0.15076160430908203
20,350,11362.264034582131,0.05319547653198242
21,350,2859.713333333333,0.12520170211791992
22,350,9170.58859189464,0.15129327774047852
23,350,10035.301421709892,0.13770675659179688
24,350,12480.996720813593,0.1447303295135498
25,350,4186.506666666666,0.14023303985595703
26,350,12476.095948236745,0.14720368385314941
27,350,10801.580038477592,0.1196131706237793
28,350,11407.129258009896,0.12222456932067871
29,350,3982.546666666666,0.14467239379882812
30,350,14177.35363745498,0.1331787109375
31,350,13430.91884430662,0.12217521667480469
32,350,12495.91550200803,0.0966339111328125
33,350,10014.407427904205,0.13016986846923828
34,350,7949.428353413654,0.13215208053588867
35,350,6299.318955823292,0.13022828102111816
36,350,6155.998310840534,0.12971711158752441
37,350,5437.710843373493,0.1203303337097168
38,350,9964.580938811809,0.13768315315246582
39,350,9288.694272145143,0.12639260292053223
40,350,10786.853720650246,0.14624643325805664
41,350,10031.361114934094,0.14818525314331055
42,350,20837.65008645533,0.132171630859375
43,350,10872.795020080319,0.12265658378601074
44,350,15010.224544037916,0.14880013465881348
45,350,19321.219024528284,0.16321492195129395
46,350,10990.76176706827,0.13138532638549805
47,350,7051.459999999999,0.15771079063415527
48,350,7516.132177639954,0.12967872619628906
49,350,10624.029676354341,0.13569045066833496
50,350,10782.607630522087,0.14174222946166992
51,350,12115.279999999999,0.13867855072021484
52,350,inf,0.030486583709716797
53,350,8257.466939034792,0.13721942901611328
54,350,7857.046666666666,0.1147756576538086
55,350,17744.58076123754,0.09114456176757812
56,350,10158.179999999998,0.14422225952148438
57,350,11732.743892943785,0.13001060485839844
58,350,10185.69817483189,0.10218262672424316
59,350,13947.785060240962,0.14920878410339355
60,350,14701.68923694779,0.14318418502807617
61,350,12150.56767621087,0.13969755172729492
62,350,10217.265381526102,0.13384723663330078
63,350,9670.822891566264,0.1386857032775879
64,350,14339.268353413652,0.14554476737976074
65,350,8596.493333333332,0.1396653652191162
66,350,19177.274258092002,0.1406698226928711
67,350,2914.606666666666,0.11165022850036621
68,350,9389.95410049981,0.1291489601135254
69,350,8496.479476265667,0.12589502334594727
70,350,12460.160803212848,0.048165321350097656
71,350,9425.76914306111,0.13329029083251953
72,350,13310.022476394442,0.1344764232635498
73,350,14393.119750240152,0.11393499374389648
74,350,8213.448353413653,0.1406998634338379
75,350,15360.226939034792,0.14823079109191895
76,350,10850.36575561542,0.12719392776489258
77,350,13437.413605701457,0.13918471336364746
78,350,15407.272422282085,0.13069605827331543
79,350,11893.692289156623,0.14222097396850586
80,350,14368.27333333333,0.14720368385314941
81,350,15721.22364270114,0.14070367813110352
82,350,12292.797911646585,0.13633084297180176
83,350,15154.069327515019,0.1281895637512207
84,350,4627.486666666666,0.11365079879760742
85,350,10657.899462055715,0.12443256378173828
86,350,8814.211646586344,0.1442580223083496
87,350,10129.563825530211,0.12410855293273926
88,350,9428.478232931726,0.11940479278564453
89,350,12684.22664378062,0.13212800025939941
90,350,14897.468792700663,0.16675424575805664
91,350,14989.286666666663,0.16023683547973633
92,350,11127.409558232928,0.1475071907043457
93,350,7958.289963443315,0.14205193519592285
94,350,19900.75333333333,0.14482355117797852
95,350,9976.500272368126,0.08413481712341309
96,350,11886.923776785012,0.1460578441619873
97,350,14765.159107582556,0.14033031463623047
98,350,9641.713333333331,0.15009140968322754
99,350,10101.43363745498,0.13216614723205566
100,350,10754.642804995196,0.14545559883117676
101,350,12850.398310840532,0.1457052230834961
102,350,10174.586666666664,0.1461045742034912
103,350,12493.413333333334,0.14521503448486328
104,350,17763.449029779054,0.15489673614501953
105,350,18770.064176706826,0.14120745658874512
106,350,inf,0.17326569557189941
107,350,8048.346643780621,0.13621139526367188
108,350,14169.14658634538,0.14746880531311035
109,350,6525.726666666666,0.1388695240020752
110,350,11791.51121070458,0.12320685386657715
111,350,17872.528591894643,0.14198732376098633
112,350,inf,0.032325029373168945
113,350,8124.8900541469275,0.1386265754699707
114,350,7455.398393574296,0.15180468559265137
115,350,15233.309639190447,0.15552210807800293
116,350,12702.254258092002,0.13919305801391602
117,350,8235.62778160076,0.1276993751525879
118,350,14456.98303710253,0.13203907012939453
119,350,7895.607139235823,0.1412358283996582
120,350,11259.573294198888,0.1457521915435791
121,350,17369.628907649454,0.10220813751220703
122,350,7812.766666666666,0.14022064208984375
123,350,10598.06,0.15772438049316406
124,350,16043.530728299957,0.03504347801208496
125,350,10742.393493975902,0.12816882133483887
126,350,8973.015696445724,0.1347026824951172
127,350,10950.499999999998,0.1517195701599121
128,350,17700.19598941088,0.14125847816467285
129,350,9242.943313152475,0.14154863357543945
130,350,11109.963976945242,0.11164164543151855
131,350,6669.093333333332,0.12515735626220703
132,350,9627.000272368125,0.1431879997253418
133,350,12524.35121070458,0.1368112564086914
134,350,10250.735498225207,0.1512134075164795
135,350,12832.08705398358,0.1380000114440918
136,350,11571.89370725396,0.1395704746246338
137,350,6827.855315430707,0.1382133960723877
138,350,10521.54997981914,0.14920544624328613
139,350,11550.469006678262,0.1357259750366211
140,350,16735.19333333333,0.12940335273742676
141,350,6941.800803212851,0.14719319343566895
142,350,16991.679277108433,0.0971376895904541
143,350,8955.630492196877,0.13412213325500488
144,350,7949.44364270114,0.13989830017089844
145,350,9050.702340011598,0.13976669311523438
146,350,17642.526666666665,0.15820074081420898
147,350,15435.291876024705,0.13483738899230957
148,350,11921.848591894637,0.1397233009338379
149,350,inf,0.031876564025878906
150,350,9911.035513384619,0.11459517478942871
151,350,12560.377188755017,0.14817142486572266
152,350,13633.461212135844,0.052079200744628906
153,350,10331.327479993843,0.1358642578125
154,350,inf,0.16855120658874512
155,350,11444.174157092642,0.1477670669555664
156,350,14376.261686746984,0.1449265480041504
157,350,14500.808300719855,0.08811068534851074
158,350,7985.126666666665,0.1403050422668457
159,350,inf,0.031426191329956055
160,350,10247.493333333332,0.12665200233459473
161,350,13371.349979819139,0.12165427207946777
162,350,12102.132091004865,0.08560800552368164
163,350,8723.577494151006,0.13872575759887695
164,350,7472.0999999999985,0.12164735794067383
165,350,9649.766666666666,0.1243276596069336
