Experiment ID,Number of Ants,Travel Time Cost (seconds),Execution Time (seconds)
350-1,350,10202.223333333332,0.6020338535308838
350-2,350,5720.153333333333,0.6407880783081055
350-3,350,5787.298148148149,0.6303791999816895
350-4,350,10693.639504950495,0.4837329387664795
350-5,350,8225.749999999998,0.629162073135376
350-6,350,9266.920000000002,0.6425809860229492
350-7,350,8237.759999999998,0.629594087600708
350-8,350,10377.654497449745,0.5648140907287598
350-9,350,3136.4000000000005,0.6343371868133545
350-10,350,12026.977366255142,0.6497206687927246
350-11,350,11597.700435043504,0.6248259544372559
350-12,350,10333.311494149415,0.2679100036621094
350-13,350,8755.983840384037,0.4834167957305908
350-14,350,9364.26,0.6647450923919678
350-15,350,4451.971600000001,0.6315591335296631
350-16,350,6024.972139917695,0.6412999629974365
350-17,350,7440.096666666666,0.6490380764007568
350-18,350,13106.155589558955,0.6211769580841064
350-19,350,8899.279999999999,0.6405429840087891
350-20,350,10419.759999999998,0.6366097927093506
350-21,350,9855.103333333336,0.6662960052490234
350-22,350,5644.786666666665,0.5954759120941162
350-23,350,11741.086744674467,0.25636792182922363
350-24,350,5517.786666666665,0.6519238948822021
350-25,350,8037.32,0.6101469993591309
350-26,350,11198.240370370368,0.631140947341919
350-27,350,11752.870789078908,0.15246105194091797
350-28,350,7962.170288065844,0.6366169452667236
350-29,350,8350.793651365137,0.3399770259857178
350-30,350,7976.950000000001,0.654594898223877
350-31,350,inf,0.5424120426177979
350-32,350,6071.1751365136515,0.6279952526092529
350-33,350,10804.213591359137,0.6368536949157715
350-34,350,8467.138388838883,0.6519820690155029
350-35,350,11675.554666666663,0.616041898727417
350-36,350,inf,0.5443990230560303
350-37,350,12831.573333333334,0.6311883926391602
350-38,350,8404.986666666666,0.6614689826965332
350-39,350,10759.606123612362,0.6420540809631348
350-40,350,9051.610658436213,0.6394510269165039
350-41,350,5995.860000000001,0.6349060535430908
350-42,350,12183.072325232524,0.6329326629638672
350-43,350,6720.08,0.6403849124908447
350-44,350,9345.923027302731,0.6424732208251953
350-45,350,7940.136666666667,0.6299641132354736
350-46,350,6282.400000000001,0.5942299365997314
350-47,350,10164.32696669667,0.6256709098815918
350-48,350,5331.976666666667,0.6288511753082275
350-49,350,6495.86,0.6356039047241211
350-50,350,10575.839798979898,0.33793210983276367
350-51,350,7352.646993699372,0.6260583400726318
