Experiment ID,Number of Ants,Travel Time Cost (seconds),Execution Time (seconds)
350-265,350,4494.0867866786675,0.40014004707336426
350-266,350,3842.8999999999996,0.6286919116973877
350-267,350,3915.046625514404,0.6670980453491211
350-268,350,3813.7718721872193,0.6432981491088867
350-269,350,4090.82093609361,0.6249368190765381
350-270,350,2607.5231881336285,0.570277214050293
350-271,350,2051.6981481481484,0.6564657688140869
350-272,350,3879.0549834983494,0.6321930885314941
350-273,350,inf,0.5503230094909668
350-274,350,4351.902937293729,0.6266660690307617
350-275,350,3230.619341563786,0.6842710971832275
350-276,350,4152.539670781893,0.6260418891906738
350-277,350,2390.6935973597356,0.6013948917388916
350-278,350,804.62,0.5799291133880615
350-279,350,3756.7708100810087,0.5948779582977295
350-280,350,3678.4004260426045,0.1453258991241455
350-281,350,5428.679495949595,0.6395180225372314
350-282,350,3760.9,0.5543158054351807
350-283,350,5058.827466666667,0.6833360195159912
350-284,350,2656.2118106995886,0.5920300483703613
350-285,350,5360.202667266727,0.18419599533081055
350-286,350,3436.9629218106993,0.6224958896636963
350-287,350,5318.320288028804,0.6027970314025879
350-288,350,3964.2105850585067,0.6017320156097412
350-289,350,3338.902263374485,0.593580961227417
350-290,350,5799.292040204021,0.40949511528015137
350-291,350,5143.756507650765,0.5878510475158691
350-292,350,3063.0593234508633,0.6214771270751953
350-293,350,7476.669966996701,0.4602360725402832
350-294,350,5539.654092409241,0.5985772609710693
350-295,350,2547.6155535553557,0.5801670551300049
350-296,350,3739.1086378637865,0.5980591773986816
350-297,350,3442.6388328832886,0.5970008373260498
350-298,350,5525.588655865587,0.5909309387207031
350-299,350,4860.601149114912,0.6021261215209961
350-300,350,3144.958310831083,0.5959489345550537
350-301,350,4936.199537953796,0.6020700931549072
350-302,350,5773.76594059406,0.603175163269043
350-303,350,inf,0.5152609348297119
350-304,350,4192.340300030002,0.5855679512023926
350-305,350,5701.432061206121,0.5851902961730957
350-306,350,4399.616502057614,0.5874419212341309
350-307,350,4551.963744855968,0.4253849983215332
350-308,350,3974.0171797179723,0.61922287940979
350-309,350,6084.253252325233,0.6073517799377441
350-310,350,2806.6313278735283,0.6272621154785156
350-311,350,5237.050533333333,0.04262995719909668
350-312,350,5425.633909465021,0.593696117401123
350-313,350,4910.30864404959,0.12495994567871094
350-314,350,2548.1555085508553,0.5968549251556396
350-315,350,4265.894032403241,0.5924091339111328
350-316,350,3916.661095109511,0.6032760143280029
350-317,350,3946.159159915992,0.6008858680725098
350-318,350,5110.204071407142,0.6032440662384033
350-319,350,3309.3145399176956,0.5996301174163818
350-320,350,4379.937590759077,0.5930180549621582
350-321,350,4931.502345679012,0.3265547752380371
350-322,350,3668.6443954395436,0.3674588203430176
350-323,350,4815.7666666666655,0.6029889583587646
350-324,350,5152.281299129913,0.582719087600708
350-325,350,4841.862337233724,0.5871469974517822
350-326,350,4094.7899249925003,0.5866711139678955
350-327,350,4930.973251028807,0.5744740962982178
350-328,350,6230.614,0.5986008644104004
350-329,350,3481.984506450646,0.5925440788269043
350-330,350,4005.5659670781897,0.21616792678833008
350-331,350,3231.354071407141,0.5249841213226318
350-332,350,6279.990048004802,0.5945277214050293
350-333,350,2662.193333333333,0.5898377895355225
350-334,350,4340.880306030604,0.3834991455078125
350-335,350,2713.868346834684,0.5817680358886719
350-336,350,5611.032533333334,0.59787917137146
350-337,350,2655.8672457245725,0.5915136337280273
350-338,350,inf,0.6361937522888184
350-339,350,4967.628189300412,0.588904857635498
350-340,350,5027.2333333333345,0.5908541679382324
350-341,350,4163.475925925927,0.36328887939453125
350-342,350,5256.534860486047,0.5961780548095703
350-343,350,inf,0.5139362812042236
350-344,350,3742.345799579958,0.5908458232879639
350-345,350,inf,0.6402950286865234
350-346,350,3699.0133333333333,0.6081838607788086
350-347,350,5609.236266666667,0.5925848484039307
350-348,350,1861.8266666666666,0.5535061359405518
350-349,350,3527.8560996099604,0.5568947792053223
350-350,350,3410.812526252625,0.5778942108154297
350-351,350,5671.3096,0.1997988224029541
350-352,350,4006.5657095709566,0.40525007247924805
350-353,350,inf,0.5357739925384521
350-354,350,3123.699466666667,0.5830800533294678
350-355,350,4725.712143054306,0.5897560119628906
350-356,350,4142.615308641975,0.5836710929870605
350-357,350,2712.3421810699588,0.5922281742095947
350-358,350,4445.673333333335,0.07515430450439453
350-359,350,4383.999218106996,0.5912110805511475
350-360,350,2435.0059675967595,0.5890450477600098
350-361,350,3436.6609060906085,0.5972769260406494
350-362,350,5060.469670781893,0.25473713874816895
350-363,350,2997.685778577858,0.6316521167755127
350-364,350,4272.085361536153,0.5854959487915039
350-365,350,3298.2356378600825,0.6364231109619141
350-366,350,5004.517037037038,0.628835916519165
350-367,350,3767.158664866486,0.6387090682983398
350-368,350,4195.302000000001,0.6372978687286377
350-369,350,5125.054539453944,0.4507761001586914
350-370,350,1944.3999999999999,0.6484119892120361
350-371,350,2634.4034979423873,0.6261720657348633
350-372,350,inf,0.5493152141571045
350-373,350,3559.8279835390945,0.633530855178833
350-374,350,inf,0.5522749423980713
350-375,350,4280.948133333333,0.6198902130126953
350-376,350,4402.536790123458,0.6390459537506104
350-377,350,5833.486666666668,0.6349670886993408
350-378,350,inf,0.5479631423950195
350-379,350,3373.9475308641977,0.6317751407623291
350-380,350,4975.79391539154,0.32090020179748535
350-381,350,5230.569588477365,0.6255497932434082
350-382,350,3976.035733333332,0.625741720199585
350-383,350,4537.959236331041,0.5919890403747559
350-384,350,4396.808787878788,0.6201069355010986
350-385,350,5574.147317731773,0.6172051429748535
350-386,350,3941.217176717671,0.6575591564178467
350-387,350,inf,0.5535211563110352
350-388,350,3892.1043534353435,0.6140718460083008
350-389,350,6054.180164609054,0.6404979228973389
350-390,350,4074.8095529552957,0.6528949737548828
350-391,350,2065.7500480048006,0.6438210010528564
350-392,350,3487.546666666667,0.6402409076690674
350-393,350,2024.019465020576,0.6466159820556641
350-394,350,4351.540672067206,0.6414039134979248
350-395,350,4745.240381038104,0.6206068992614746
350-396,350,4057.042057613169,0.6563658714294434
350-397,350,7431.669625740351,0.1836080551147461
350-398,350,6025.65591059106,0.6443099975585938
350-399,350,inf,0.5511102676391602
350-400,350,3669.550534979425,0.6322870254516602
350-401,350,4584.878862886289,0.6395728588104248
350-402,350,3690.9045094509456,0.4400351047515869
350-403,350,5077.821431143115,0.632213830947876
350-404,350,5266.658559670783,0.6284041404724121
350-405,350,inf,0.5506711006164551
350-406,350,5138.1304,0.4041578769683838
350-407,350,2889.548666666667,0.627443790435791
350-408,350,5155.133639363938,0.6274499893188477
350-409,350,4881.226519651966,0.634423017501831
350-410,350,3405.6458565856587,0.6469449996948242
350-411,350,1716.5592109210925,0.6241762638092041
350-412,350,2920.172901290129,0.6381139755249023
350-413,350,4796.300096009601,0.6430902481079102
350-414,350,2944.4281428142817,0.6330108642578125
350-415,350,3145.0538271604937,0.6295919418334961
350-416,350,6318.526666666668,0.13210797309875488
350-417,350,5058.693466939287,0.6513090133666992
350-418,350,4239.3,0.5594198703765869
350-419,350,5314.689678967896,0.629396915435791
350-420,350,1211.3933333333332,0.5860421657562256
350-421,350,2900.7799789978994,0.638983964920044
350-422,350,5202.606189618962,0.6199800968170166
350-423,350,4589.937236723672,0.25213003158569336
350-424,350,3675.3119051905196,0.629188060760498
350-425,350,4838.5891149114905,0.6361773014068604
350-426,350,6034.22794238683,0.6294198036193848
350-427,350,6840.104469366937,0.5596811771392822
350-428,350,3313.856,0.6347501277923584
350-429,350,5408.498382838285,0.6308660507202148
350-430,350,4137.724827482749,0.6660568714141846
350-431,350,4616.145673567357,0.6304330825805664
350-432,350,3957.6466666666665,0.6301250457763672
350-433,350,3464.6466666666674,0.6424770355224609
350-434,350,5594.918000000001,0.6391239166259766
350-435,350,3186.8745304530453,0.6396770477294922
350-436,350,3741.4385185185183,0.636448860168457
350-437,350,5160.988271604939,0.6265568733215332
350-438,350,5234.259444944494,0.6338019371032715
350-439,350,6515.579999999998,0.6245682239532471
350-440,350,5071.609546954695,0.6228091716766357
350-441,350,inf,0.6834580898284912
350-442,350,5958.379009900991,0.626011848449707
350-443,350,3594.1716950495056,0.6430127620697021
350-444,350,6162.090411522633,0.6331198215484619
350-445,350,4280.171066666667,0.6284260749816895
350-446,350,3198.793333333333,0.6339912414550781
350-447,350,4577.403684368436,0.6499760150909424
350-448,350,3515.4591629162915,0.6322267055511475
350-449,350,inf,0.5537338256835938
350-450,350,4541.569359670782,0.6468729972839355
350-451,350,4331.793333333333,0.6370689868927002
350-452,350,5395.551152263375,0.19102215766906738
350-453,350,2389.970510051005,0.6175580024719238
350-454,350,4172.166666666666,0.6500179767608643
350-455,350,5342.3129072907295,0.6288621425628662
350-456,350,3649.052592592592,0.6242809295654297
350-457,350,2570.8858847736624,0.6278271675109863
350-458,350,2436.064677467747,0.6268188953399658
350-459,350,3860.073744855967,0.6280419826507568
350-460,350,5937.836186618661,0.6223821640014648
350-461,350,5387.739075907591,0.6304666996002197
350-462,350,3694.1112541254124,0.6205508708953857
350-463,350,3291.96,0.624535083770752
350-464,350,4720.564526748972,0.6255040168762207
350-465,350,4034.524800480048,0.6089708805084229
350-466,350,4810.669630963096,0.6444840431213379
350-467,350,5189.748477366256,0.6222801208496094
350-468,350,4856.070045004501,0.45987725257873535
350-469,350,5559.760576131688,0.6286647319793701
350-470,350,4970.354326432644,0.62339186668396
350-471,350,3388.676144614461,0.6286680698394775
350-472,350,4869.556753909466,0.6471152305603027
350-473,350,7201.7037923792395,0.5785930156707764
350-474,350,3897.246312631263,0.6467981338500977
350-475,350,4205.535787578758,0.6252889633178711
350-476,350,6145.174266426642,0.636634111404419
350-477,350,4120.692016460905,0.644334077835083
350-478,350,inf,0.6806960105895996
350-479,350,5009.127740774078,0.6176481246948242
350-480,350,inf,0.5504038333892822
350-481,350,6264.152817281729,0.6283822059631348
350-482,350,5583.435703570356,0.6354570388793945
350-483,350,2096.6533333333336,0.6170170307159424
350-484,350,4991.52392739274,0.6309828758239746
350-485,350,4019.987119341564,0.6147992610931396
350-486,350,1849.6312241224123,0.6200230121612549
350-487,350,4747.0856,0.6352860927581787
350-488,350,3733.3533333333335,0.6179041862487793
350-489,350,4948.030400000001,0.633634090423584
350-490,350,5350.56683127572,0.5746190547943115
350-491,350,6339.654521452145,0.6343822479248047
350-492,350,5149.066222622261,0.31058573722839355
350-493,350,3391.730318031803,0.6344177722930908
350-494,350,3886.3938493849387,0.6542179584503174
350-495,350,3153.736096609661,0.6399857997894287
350-496,350,5461.944458445845,0.5675010681152344
350-497,350,4226.576525652566,0.6268007755279541
350-498,350,5847.668178817881,0.3080599308013916
350-499,350,1410.2733333333333,0.614811897277832
350-500,350,5255.094000000001,0.6254231929779053
350-501,350,3752.5775487548754,0.34578585624694824
350-502,350,3893.327407407408,0.6379568576812744
350-503,350,2566.6,0.5796349048614502
350-504,350,3984.760585058505,0.6391599178314209
350-505,350,3374.7777366255154,0.6322569847106934
350-506,350,6186.2148244824475,0.6479179859161377
350-507,350,4410.326133333334,0.588184118270874
350-508,350,6841.595458286569,0.6712031364440918
350-509,350,5262.246378600823,0.6336791515350342
350-510,350,1654.3266666666664,0.6280498504638672
350-511,350,4662.846582658267,0.6262381076812744
350-512,350,2648.9897569756977,0.6276459693908691
350-513,350,3796.2918331833184,0.63919997215271
350-514,350,3340.1036303630353,0.6417269706726074
350-515,350,3197.6533333333336,0.6405911445617676
350-516,350,4410.8572,0.6288299560546875
350-517,350,4428.2508,0.4216299057006836
350-518,350,5169.856363636362,0.0808110237121582
350-519,350,4440.617448559671,0.6622021198272705
350-520,350,4552.968266666668,0.6318330764770508
350-521,350,3096.781077107711,0.6235699653625488
350-522,350,5095.154383438344,0.6034591197967529
350-523,350,4886.167366255144,0.38391900062561035
350-524,350,4116.185223522352,0.6367678642272949
350-525,350,3672.7885298529845,0.6330649852752686
350-526,350,5967.657164716471,0.41099095344543457
350-527,350,3973.982352235223,0.6412761211395264
350-528,350,3462.0710141014097,0.6201210021972656
350-529,350,8865.172412241223,0.6249077320098877
350-530,350,5075.466717671768,0.6389431953430176
350-531,350,8241.24901890189,0.5685250759124756
350-532,350,5116.2919999999995,0.6316068172454834
350-533,350,3430.649060906091,0.629784107208252
350-534,350,4337.966954732511,0.6283071041107178
350-535,350,4706.016303630363,0.6366820335388184
350-536,350,3067.9696741155594,0.6405513286590576
350-537,350,192.05333333333334,0.6087441444396973
350-538,350,4509.022427983538,0.6319458484649658
350-539,350,5487.858518518518,0.5918159484863281
350-540,350,3719.453004115226,0.5397288799285889
350-541,350,5224.880533333333,0.6475048065185547
350-542,350,6005.983795379537,0.6364171504974365
350-543,350,6765.567542754276,0.5268349647521973
350-544,350,5205.841028806584,0.6276772022247314
350-545,350,4218.496114611461,0.5498640537261963
350-546,350,3743.41200420042,0.6387279033660889
350-547,350,4369.935762376237,0.6067390441894531
350-548,350,6195.851674167416,0.6452553272247314
350-549,350,2242.0093219321934,0.629169225692749
350-550,350,3180.8,0.6516363620758057
350-551,350,1589.7985838583859,0.6301360130310059
350-552,350,3449.0866666666666,0.6345040798187256
350-553,350,4320.628406840684,0.6366147994995117
350-554,350,3566.8140000000008,0.6313419342041016
350-555,350,5283.718600823044,0.6323337554931641
350-556,350,4040.748829882988,0.6559798717498779
350-557,350,3863.3548094809485,0.6387331485748291
350-558,350,5689.379999999999,0.6505720615386963
350-559,350,5687.1286666666665,0.6320078372955322
350-560,350,inf,0.553009033203125
350-561,350,2718.379117911791,0.6304111480712891
350-562,350,2043.8647736625514,0.6204359531402588
350-563,350,3411.407446744675,0.5483739376068115
350-564,350,2014.954395439544,0.6414852142333984
350-565,350,3236.0766666666664,0.6343092918395996
350-566,350,4937.764197419742,0.6294772624969482
350-567,350,4433.8766036603665,0.6788690090179443
350-568,350,5326.76597059706,0.5912878513336182
350-569,350,5720.818457845786,0.5950441360473633
350-570,350,5406.714149414942,0.691774845123291
350-571,350,4576.6901710171005,0.6388440132141113
350-572,350,4466.7838683127575,0.6283469200134277
350-573,350,3438.0117333333337,0.255725622177124
350-574,350,4295.467509750975,0.6410470008850098
350-575,350,6148.521687242797,0.6312441825866699
350-576,350,2750.113303330334,0.6244516372680664
350-577,350,4310.63024691358,0.6314351558685303
350-578,350,3417.447860082305,0.6331119537353516
350-579,350,2902.3797530864194,0.6191267967224121
350-580,350,4851.295088731094,0.6468839645385742
350-581,350,3304.2288065843622,0.633051872253418
350-582,350,5510.276210621062,0.6301980018615723
350-583,350,3018.427347734773,0.6302468776702881
350-584,350,4458.62107110711,0.641261100769043
350-585,350,3008.182487248725,0.6329178810119629
350-586,350,2452.6629218107,0.6319983005523682
350-587,350,4944.1651440329215,0.6303608417510986
350-588,350,4925.353513351335,0.6403219699859619
350-589,350,4406.720909090909,0.47948598861694336
350-590,350,5727.348454845485,0.4319038391113281
350-591,350,4924.075379537954,0.638944149017334
350-592,350,2893.6561536153613,0.6303460597991943
350-593,350,3896.4657725772577,0.6424078941345215
350-594,350,6415.8200660065995,0.48169994354248047
350-595,350,5202.1302460246025,0.6132791042327881
350-596,350,3756.4933333333333,0.5858640670776367
350-597,350,2889.4877647764774,0.6315648555755615
350-598,350,4340.9434068962455,0.6506350040435791
350-599,350,4940.11108010801,0.40479516983032227
350-600,350,3151.1000810081005,0.6412909030914307
350-601,350,4473.732229222922,0.6472110748291016
350-602,350,4104.352151215122,0.6273989677429199
350-603,350,2489.3866666666663,0.647860050201416
