Experiment ID,Number of Ants,Travel Time Cost (seconds),Execution Time (seconds)
1,350,7366.215396906062,0.13863539695739746
2,350,6015.89219069053,0.13074636459350586
3,350,6281.923333333333,0.1367809772491455
4,350,3729.1201520608233,0.14080500602722168
5,350,5140.666397694524,0.12840986251831055
6,350,5241.685027073463,0.12726211547851562
7,350,8100.983838105434,0.10045194625854492
8,350,8411.075187336273,0.13177824020385742
9,350,7982.706462135609,0.11885809898376465
10,350,8102.846666666665,0.13146352767944336
11,350,6023.576224899598,0.1314394474029541
12,350,566.6099999999999,0.11943888664245605
13,350,6008.722295181571,0.12676620483398438
14,350,6900.213881823774,0.12416601181030273
15,350,9310.364926074099,0.13664579391479492
16,350,8266.184966076778,0.11179971694946289
17,350,5110.326144578313,0.1265394687652588
18,350,6312.310080321284,0.13246846199035645
19,350,6317.186506024095,0.11911320686340332
20,350,4636.767312730707,0.12167143821716309
21,350,1440.0466666666666,0.12418937683105469
22,350,5915.690105667627,0.13671255111694336
23,350,6943.045261044175,0.09318852424621582
24,350,5599.190764305721,0.12373471260070801
25,350,6146.126647099443,0.1287074089050293
26,350,7424.785605352291,0.13274645805358887
27,350,4803.200843373494,0.11722922325134277
28,350,5850.966666666666,0.1283266544342041
29,350,7535.095279805225,0.10190224647521973
30,350,8563.853063402466,0.13272786140441895
31,350,6347.492248995984,0.07373046875
32,350,6805.4785542168665,0.13379573822021484
33,350,5794.751100924171,0.13907551765441895
34,350,3639.2233005772505,0.12019181251525879
35,350,3331.2603456587813,0.13121366500854492
36,350,4736.248488017236,0.11317896842956543
37,350,3448.999999999999,0.1337110996246338
38,350,4133.4686746987945,0.13042354583740234
39,350,4765.293688760806,0.12876152992248535
40,350,6132.082096838734,0.11821484565734863
41,350,4918.189980432777,0.1275317668914795
42,350,7345.461482631928,0.12524819374084473
43,350,6534.32158740818,0.1431725025177002
44,350,5589.973563040767,0.12483334541320801
45,350,9539.213216388065,0.13717985153198242
46,350,6666.1217088909,0.13470816612243652
47,350,6734.5305574670465,0.12669992446899414
48,350,4095.7671360725703,0.1287221908569336
49,350,4905.41429594732,0.10819530487060547
50,350,4272.683333333333,0.1389331817626953
51,350,10919.002578707508,0.0689840316772461
52,350,inf,0.032602548599243164
53,350,6710.633998299103,0.10867571830749512
54,350,5002.1858491572475,0.13774585723876953
55,350,6848.082248995983,0.1212315559387207
56,350,9710.102289156626,0.0360560417175293
