Start Node,End Node,Total Cost,Execution Time,Optimal Path Sequence,Final Route Mapping to original
-375581293#1,369977729#1,1503.8644417767105,2.2012088298797607,"[('-375581293#1', '-13904652', 'walk', 735.4533333333334, 0), ('-13904652', 'walk', 'ec', 0.1), ('-13904652', '41502636#0', 'ec', 342.10444177671064, 24.778580182431295), ('41502636#0', 'ec', 'walk', 0.1), ('41502636#0', '369977729#1', 'walk', 426.1066666666666, 0)]"
