,step,edge_id,mean_speed,vehicle_ids
5680,22,71,8.33,()
5681,22,72,5.56,()
5682,22,8,8.33,()
5683,22,9,8.33,()
5684,22,:10253939533_0,5.43,()
5685,22,:10253939533_1,5.56,()
5686,22,:10602668616_0,5.06,()
5687,22,:10602668616_1,5.04,()
5688,22,:10602668616_2,8.33,()
5689,22,:10602668621_0,6.95,()
5690,22,:10602668621_1,4.67,()
5691,22,:10602668621_2,8.33,()
5692,22,:135109553_0,5.56,()
5693,22,:135109553_1,6.28,()
5694,22,:135109553_2,4.91,()
5695,22,:135109553_3,5.56,()
5696,22,:135109553_4,6.95,()
5697,22,:135109553_5,8.33,()
5698,22,:135109553_6,6.95,()
5699,22,:135109553_7,6.95,()
5700,22,:135109570_0,8.33,()
5701,22,:135109570_2,5.06,()
5702,22,:135109574_0,8.33,()
5703,22,:135109574_1,7.58,()
5704,22,:135109574_2,4.85,()
5705,22,:135109574_3,8.33,()
5706,22,:135109580_0,4.71,()
5707,22,:135109580_1,6.95,()
5708,22,:135109580_2,8.33,()
5709,22,:17648104_0,8.33,()
5710,22,:17648104_1,6.609999999999999,()
5711,22,:17648111_0,3.94,()
5712,22,:2384200130_0,5.87,()
5713,22,:2384200130_1,8.33,()
5714,22,:2384200130_2,8.33,()
5715,22,:2384200130_4,8.33,()
5716,22,:2384200132_0,8.33,()
5717,22,:2384200132_1,8.33,()
5718,22,:247416072_0,8.33,()
5719,22,:247416072_1,8.33,()
5720,22,:247416072_2,6.91,()
5721,22,:247416072_3,5.16,()
5722,22,:247416073_0,5.61,()
5723,22,:26165090_0,6.92,()
5724,22,:2996413692_0,7.67,()
5725,22,:2996413692_1,5.07,()
5726,22,:3562601793_0,8.33,()
5727,22,:3562601793_1,6.95,()
5728,22,:3562601793_2,6.95,()
5729,22,:3562601793_3,6.95,()
5730,22,:3562601793_4,4.7,()
5731,22,:3562601793_5,8.33,()
5732,22,:3562601793_6,6.95,()
5733,22,:3562601802_0,8.33,()
5734,22,:3562601802_1,6.67,()
5735,22,:3562601802_2,4.69,()
5736,22,:3562601802_3,6.95,()
5737,22,:3562601802_4,6.95,()
5738,22,:3562601802_5,8.33,()
5739,22,:3562601802_6,6.67,()
5740,22,:3562601807_0,5.56,()
5741,22,:3562601807_1,5.56,()
5742,22,:3562601807_2,5.56,()
5743,22,:3562601807_3,5.56,()
5744,22,:3562601807_4,5.0,()
5745,22,:3562601807_5,5.56,()
5746,22,:3562601809_0,8.33,()
5747,22,:3562601809_1,6.84,()
5748,22,:3562601809_2,5.01,()
5749,22,:3562601809_3,6.93,()
5750,22,:3562601809_4,5.13,()
5751,22,:3562601809_5,8.33,()
5752,22,:3562601809_6,6.84,()
5753,22,:3562601816_0,6.17,()
5754,22,:3562601816_1,8.33,()
5755,22,:3562601816_2,6.09,()
5756,22,:3562601819_0,5.56,()
5757,22,:3562601819_1,3.8,()
5758,22,:3562601819_2,5.56,()
5759,22,:3562601819_3,5.56,()
5760,22,:3562601819_4,5.56,()
5761,22,:3562601819_5,5.56,()
5762,22,:3566241825_0,8.33,()
5763,22,:3566241825_1,6.74,()
5764,22,:3566241825_2,4.86,()
5765,22,:3566241825_3,6.63,()
5766,22,:3566241825_4,4.72,()
5767,22,:3566241825_5,8.33,()
5768,22,:3566241825_6,6.74,()
5769,22,:3577629914_0,6.95,()
5770,22,:3577629914_1,8.33,()
5771,22,:3577629914_3,4.26,()
5772,22,:36313879_0,6.59,()
5773,22,:36313879_1,6.95,()
5774,22,:36313879_10,8.33,()
5775,22,:36313879_11,8.09,()
5776,22,:36313879_12,6.95,()
5777,22,:36313879_13,8.09,()
5778,22,:36313879_2,8.01,()
5779,22,:36313879_3,6.51,()
5780,22,:36313879_4,8.33,()
5781,22,:36313879_5,6.95,()
5782,22,:36313879_6,5.24,()
5783,22,:36313879_7,6.95,()
5784,22,:36313879_8,6.95,()
5785,22,:36313879_9,5.8,()
5786,22,:389281_0,8.33,()
5787,22,:389281_1,8.33,()
5788,22,:389281_2,6.12,()
5789,22,:389281_3,8.33,()
5790,22,:389281_5,6.82,()
5791,22,:389281_6,8.33,()
5792,22,:389281_7,7.35,()
5793,22,:389281_8,8.33,()
5794,22,:389663_0,6.93,()
5795,22,:389663_2,8.33,()
5796,22,:4360805516_0,3.96,()
5797,22,:4360805516_1,5.56,()
5798,22,:5123390130_0,8.33,()
5799,22,:5123390130_1,8.33,()
5800,22,:5295502772_0,8.33,()
5801,22,:530287775_0,6.46,()
5802,22,:530287775_1,8.33,()
5803,22,:530287775_2,8.33,()
5804,22,:530287775_4,7.39,()
5805,22,:530941809_0,8.33,()
5806,22,:530941809_2,4.99,()
5807,22,:530941809_3,5.7,()
5808,22,:5355515613_0,8.33,()
5809,22,:5355515613_1,8.33,()
5810,22,:5355515615_0,8.33,()
5811,22,:5355515615_1,8.33,()
5812,22,:6448533087_0,8.33,()
5813,22,:6448533087_1,6.95,()
5814,22,:6448533087_2,4.33,()
5815,22,:6448533087_3,6.95,()
5816,22,:6448533087_4,4.35,()
5817,22,:6448533087_5,8.33,()
5818,22,:6448533087_7,6.95,()
5819,22,:7447234461_0,4.81,()
5820,22,:7447234461_1,6.05,()
5821,22,:7447234461_2,8.33,()
5822,22,:904491768_0,6.74,()
5823,22,:904491768_1,4.75,()
5824,22,:904491768_2,8.33,()
5825,22,:904491814_0,4.84,()
5826,22,:904491814_1,5.93,()
5827,22,:904491814_2,6.983731045797594,"('v_1',)"
5828,22,:9101555_0,6.5,()
5829,22,:9964901732_0,6.62,()
5830,22,:9964901732_1,7.76,()
5831,22,:9964901732_2,6.21,()
5832,22,:9964901732_3,8.33,()
5833,22,:9964901732_4,8.33,()
5834,22,:9964901732_5,8.1,()
5835,22,:9964901732_6,8.1,()
5836,22,:9964901733_0,8.33,()
5837,22,:9964901733_1,8.33,()
5838,23,-1,8.33,()
5839,23,-11,5.56,()
5840,23,-12,5.56,()
5841,23,-14,8.33,()
5842,23,-17,5.56,()
5843,23,-19,8.33,()
5844,23,-2,8.33,()
5845,23,-20,8.33,()
5846,23,-23,8.33,()
5847,23,-24,2.78,()
5848,23,-27,5.56,()
5849,23,-28,8.33,()
5850,23,-3,8.33,()
5851,23,-30,8.33,()
5852,23,-32,8.33,()
5853,23,-33,8.33,()
5854,23,-34,5.56,()
5855,23,-35,8.33,()
5856,23,-36,5.56,()
5857,23,-37,5.56,()
5858,23,-38,5.56,()
5859,23,-39,5.56,()
5860,23,-40,8.33,()
5861,23,-41,5.56,()
5862,23,-43,5.56,()
5863,23,-44,5.56,()
5864,23,-45,8.33,()
5865,23,-47,5.56,()
5866,23,-48,5.56,()
5867,23,-49,2.78,()
5868,23,-50,8.33,()
5869,23,-52,8.33,()
5870,23,-53,2.78,()
5871,23,-54,8.33,()
5872,23,-55,5.56,()
5873,23,-56,8.33,()
5874,23,-58,8.33,()
5875,23,-59,2.78,()
5876,23,-60,8.33,()
5877,23,-61,5.56,()
5878,23,-62,8.33,()
5879,23,-63,8.33,()
5880,23,-64,8.33,()
5881,23,-65,5.56,()
5882,23,-66,2.78,()
5883,23,-67,2.78,()
5884,23,-68,2.78,()
5885,23,-7,5.56,()
5886,23,-70,5.56,()
5887,23,-72,5.56,()
5888,23,-8,8.33,()
5889,23,-9,8.33,()
5890,23,0,8.33,()
5891,23,1,8.33,()
5892,23,10,8.33,()
5893,23,11,5.56,()
5894,23,12,5.56,()
5895,23,13,8.33,()
5896,23,14,8.33,()
5897,23,15,8.33,()
5898,23,16,8.33,()
5899,23,17,5.56,()
5900,23,18,8.33,()
5901,23,19,8.33,()
5902,23,2,8.33,()
5903,23,20,8.33,()
5904,23,21,6.662047824998872,"('v_5', 'v_2', 'v_3')"
5905,23,22,8.33,()
5906,23,23,8.33,()
5907,23,24,2.78,()
5908,23,25,8.33,()
5909,23,26,8.33,()
5910,23,27,5.56,()
5911,23,28,8.33,()
5912,23,29,8.33,()
5913,23,3,8.33,()
5914,23,30,8.33,()
5915,23,31,8.33,()
5916,23,32,8.33,()
5917,23,33,8.33,()
5918,23,34,5.56,()
5919,23,35,8.33,()
5920,23,36,5.56,()
5921,23,37,5.56,()
5922,23,38,5.56,()
5923,23,39,5.56,()
5924,23,4,8.33,()
5925,23,40,8.33,()
5926,23,41,5.56,()
5927,23,42,8.33,()
5928,23,43,5.56,()
5929,23,44,5.56,()
5930,23,45,8.33,()
5931,23,46,8.33,()
5932,23,47,5.56,()
5933,23,48,5.56,()
5934,23,49,2.78,()
5935,23,50,8.33,()
5936,23,51,8.33,()
5937,23,52,8.33,()
5938,23,53,2.78,()
5939,23,54,8.33,()
5940,23,55,5.56,()
5941,23,56,6.414327113490089,"('v_7', 'v_6')"
5942,23,57,8.33,()
5943,23,58,8.33,()
5944,23,59,2.78,()
5945,23,6,8.33,()
5946,23,60,8.33,()
5947,23,61,5.56,()
5948,23,62,8.33,()
5949,23,63,8.33,()
5950,23,64,8.33,()
5951,23,65,5.56,()
5952,23,66,2.78,()
5953,23,67,2.78,()
5954,23,68,2.78,()
5955,23,69,8.33,()
5956,23,7,5.56,()
5957,23,70,5.56,()
5958,23,71,8.33,()
5959,23,72,5.56,()
5960,23,8,8.33,()
5961,23,9,8.33,()
5962,23,:10253939533_0,5.43,()
5963,23,:10253939533_1,5.56,()
5964,23,:10602668616_0,5.06,()
5965,23,:10602668616_1,5.04,()
5966,23,:10602668616_2,8.33,()
5967,23,:10602668621_0,6.95,()
5968,23,:10602668621_1,4.67,()
5969,23,:10602668621_2,8.33,()
5970,23,:135109553_0,5.56,()
5971,23,:135109553_1,6.28,()
5972,23,:135109553_2,4.91,()
5973,23,:135109553_3,5.56,()
5974,23,:135109553_4,6.95,()
5975,23,:135109553_5,8.33,()
5976,23,:135109553_6,6.95,()
5977,23,:135109553_7,6.95,()
5978,23,:135109570_0,8.33,()
5979,23,:135109570_2,5.06,()
5980,23,:135109574_0,8.33,()
5981,23,:135109574_1,7.58,()
5982,23,:135109574_2,4.85,()
5983,23,:135109574_3,8.33,()
5984,23,:135109580_0,4.71,()
5985,23,:135109580_1,6.95,()
5986,23,:135109580_2,8.33,()
5987,23,:17648104_0,8.33,()
5988,23,:17648104_1,6.609999999999999,()
5989,23,:17648111_0,3.94,()
5990,23,:2384200130_0,5.87,()
5991,23,:2384200130_1,8.33,()
5992,23,:2384200130_2,8.33,()
5993,23,:2384200130_4,8.33,()
5994,23,:2384200132_0,8.33,()
5995,23,:2384200132_1,8.33,()
5996,23,:247416072_0,8.33,()
5997,23,:247416072_1,8.33,()
5998,23,:247416072_2,6.91,()
5999,23,:247416072_3,5.16,()
6000,23,:247416073_0,5.61,()
6001,23,:26165090_0,6.92,()
6002,23,:2996413692_0,7.67,()
6003,23,:2996413692_1,5.07,()
6004,23,:3562601793_0,8.33,()
6005,23,:3562601793_1,6.95,()
6006,23,:3562601793_2,6.95,()
6007,23,:3562601793_3,6.95,()
6008,23,:3562601793_4,4.7,()
6009,23,:3562601793_5,8.33,()
6010,23,:3562601793_6,6.95,()
6011,23,:3562601802_0,8.33,()
6012,23,:3562601802_1,6.67,()
6013,23,:3562601802_2,4.69,()
6014,23,:3562601802_3,6.95,()
6015,23,:3562601802_4,6.95,()
6016,23,:3562601802_5,8.33,()
6017,23,:3562601802_6,6.67,()
6018,23,:3562601807_0,5.56,()
6019,23,:3562601807_1,5.56,()
6020,23,:3562601807_2,5.56,()
6021,23,:3562601807_3,5.56,()
6022,23,:3562601807_4,5.0,()
6023,23,:3562601807_5,5.56,()
6024,23,:3562601809_0,8.33,()
6025,23,:3562601809_1,6.84,()
6026,23,:3562601809_2,5.01,()
6027,23,:3562601809_3,6.93,()
6028,23,:3562601809_4,5.13,()
6029,23,:3562601809_5,8.33,()
6030,23,:3562601809_6,6.84,()
6031,23,:3562601816_0,6.17,()
6032,23,:3562601816_1,7.692917063799813,"('v_1',)"
6033,23,:3562601816_2,6.09,()
6034,23,:3562601819_0,5.56,()
6035,23,:3562601819_1,3.8,()
6036,23,:3562601819_2,5.56,()
6037,23,:3562601819_3,5.56,()
6038,23,:3562601819_4,5.56,()
6039,23,:3562601819_5,5.56,()
6040,23,:3566241825_0,8.33,()
6041,23,:3566241825_1,6.74,()
6042,23,:3566241825_2,4.86,()
6043,23,:3566241825_3,6.63,()
6044,23,:3566241825_4,4.72,()
6045,23,:3566241825_5,8.33,()
6046,23,:3566241825_6,6.74,()
6047,23,:3577629914_0,6.95,()
6048,23,:3577629914_1,8.33,()
6049,23,:3577629914_3,4.26,()
6050,23,:36313879_0,6.59,()
6051,23,:36313879_1,6.95,()
6052,23,:36313879_10,8.33,()
6053,23,:36313879_11,8.09,()
6054,23,:36313879_12,6.95,()
6055,23,:36313879_13,8.09,()
6056,23,:36313879_2,8.01,()
6057,23,:36313879_3,6.51,()
6058,23,:36313879_4,8.33,()
6059,23,:36313879_5,6.95,()
6060,23,:36313879_6,5.24,()
6061,23,:36313879_7,6.95,()
6062,23,:36313879_8,6.95,()
6063,23,:36313879_9,5.8,()
6064,23,:389281_0,8.33,()
6065,23,:389281_1,8.33,()
6066,23,:389281_2,6.12,()
6067,23,:389281_3,8.33,()
6068,23,:389281_5,6.82,()
6069,23,:389281_6,8.33,()
6070,23,:389281_7,7.35,()
6071,23,:389281_8,8.33,()
6072,23,:389663_0,6.93,()
6073,23,:389663_2,8.33,()
6074,23,:4360805516_0,3.96,()
6075,23,:4360805516_1,5.56,()
6076,23,:5123390130_0,8.33,()
6077,23,:5123390130_1,8.33,()
6078,23,:5295502772_0,8.33,()
6079,23,:530287775_0,6.46,()
6080,23,:530287775_1,8.33,()
6081,23,:530287775_2,8.33,()
6082,23,:530287775_4,5.867287215562581,"('v_4',)"
6083,23,:530941809_0,8.33,()
6084,23,:530941809_2,4.99,()
6085,23,:530941809_3,5.7,()
6086,23,:5355515613_0,8.33,()
6087,23,:5355515613_1,8.33,()
6088,23,:5355515615_0,8.33,()
6089,23,:5355515615_1,8.33,()
6090,23,:6448533087_0,8.33,()
6091,23,:6448533087_1,6.95,()
6092,23,:6448533087_2,4.33,()
6093,23,:6448533087_3,6.95,()
6094,23,:6448533087_4,4.35,()
6095,23,:6448533087_5,8.33,()
6096,23,:6448533087_7,6.95,()
6097,23,:7447234461_0,4.81,()
6098,23,:7447234461_1,6.05,()
6099,23,:7447234461_2,8.33,()
6100,23,:904491768_0,6.74,()
6101,23,:904491768_1,4.75,()
6102,23,:904491768_2,8.661599521064387,"('v_0',)"
6103,23,:904491814_0,4.84,()
6104,23,:904491814_1,5.93,()
6105,23,:904491814_2,8.33,()
6106,23,:9101555_0,6.5,()
6107,23,:9964901732_0,6.62,()
6108,23,:9964901732_1,7.76,()
6109,23,:9964901732_2,6.21,()
6110,23,:9964901732_3,8.33,()
6111,23,:9964901732_4,8.33,()
6112,23,:9964901732_5,8.1,()
6113,23,:9964901732_6,8.1,()
6114,23,:9964901733_0,8.33,()
6115,23,:9964901733_1,8.33,()
6116,24,-1,8.33,()
6117,24,-11,5.56,()
6118,24,-12,5.56,()
6119,24,-14,8.33,()
6120,24,-17,5.56,()
6121,24,-19,8.33,()
6122,24,-2,8.33,()
6123,24,-20,8.33,()
6124,24,-23,8.33,()
6125,24,-24,2.78,()
6126,24,-27,5.56,()
6127,24,-28,8.33,()
6128,24,-3,8.33,()
6129,24,-30,8.33,()
6130,24,-32,8.33,()
6131,24,-33,8.33,()
6132,24,-34,5.56,()
6133,24,-35,8.33,()
6134,24,-36,5.56,()
6135,24,-37,5.56,()
6136,24,-38,5.56,()
6137,24,-39,5.56,()
6138,24,-40,8.33,()
6139,24,-41,5.56,()
6140,24,-43,5.56,()
6141,24,-44,5.56,()
6142,24,-45,8.33,()
6143,24,-47,5.56,()
6144,24,-48,5.56,()
6145,24,-49,2.78,()
6146,24,-50,8.33,()
6147,24,-52,8.33,()
6148,24,-53,2.78,()
6149,24,-54,8.33,()
6150,24,-55,5.56,()
6151,24,-56,8.33,()
6152,24,-58,8.33,()
6153,24,-59,2.78,()
6154,24,-60,8.33,()
6155,24,-61,5.56,()
6156,24,-62,8.33,()
6157,24,-63,8.33,()
6158,24,-64,8.33,()
6159,24,-65,5.56,()
6160,24,-66,2.78,()
6161,24,-67,2.78,()
6162,24,-68,2.78,()
6163,24,-7,5.56,()
6164,24,-70,5.56,()
6165,24,-72,5.56,()
6166,24,-8,8.33,()
6167,24,-9,8.33,()
6168,24,0,8.33,()
6169,24,1,8.33,()
6170,24,10,8.33,()
6171,24,11,5.56,()
6172,24,12,5.56,()
6173,24,13,8.33,()
6174,24,14,8.33,()
6175,24,15,8.33,()
6176,24,16,8.33,()
6177,24,17,5.56,()
6178,24,18,8.33,()
6179,24,19,8.33,()
6180,24,2,8.33,()
6181,24,20,8.33,()
6182,24,21,6.843468657564657,"('v_5', 'v_2')"
6183,24,22,8.33,()
6184,24,23,8.33,()
6185,24,24,2.78,()
6186,24,25,8.796705914968811,"('v_0',)"
6187,24,26,8.33,()
6188,24,27,5.56,()
6189,24,28,8.33,()
6190,24,29,8.33,()
6191,24,3,8.33,()
6192,24,30,8.33,()
6193,24,31,8.33,()
6194,24,32,8.33,()
6195,24,33,8.33,()
6196,24,34,5.56,()
6197,24,35,8.33,()
6198,24,36,5.56,()
6199,24,37,5.56,()
6200,24,38,5.56,()
6201,24,39,5.56,()
6202,24,4,8.33,()
6203,24,40,8.33,()
6204,24,41,5.56,()
6205,24,42,8.33,()
6206,24,43,5.56,()
6207,24,44,5.56,()
6208,24,45,8.33,()
6209,24,46,8.33,()
6210,24,47,5.56,()
6211,24,48,5.56,()
6212,24,49,2.78,()
6213,24,50,8.33,()
6214,24,51,8.33,()
6215,24,52,8.33,()
6216,24,53,2.78,()
6217,24,54,8.33,()
6218,24,55,5.56,()
6219,24,56,6.815365984310468,"('v_7', 'v_6')"
6220,24,57,8.33,()
6221,24,58,8.33,()
6222,24,59,2.78,()
6223,24,6,8.33,()
6224,24,60,8.33,()
6225,24,61,5.56,()
6226,24,62,8.33,()
6227,24,63,8.33,()
6228,24,64,8.33,()
6229,24,65,5.56,()
6230,24,66,2.78,()
6231,24,67,2.78,()
6232,24,68,2.78,()
6233,24,69,8.33,()
6234,24,7,5.56,()
6235,24,70,5.56,()
6236,24,71,8.33,()
6237,24,72,5.56,()
6238,24,8,8.33,()
6239,24,9,8.33,()
6240,24,:10253939533_0,5.43,()
6241,24,:10253939533_1,5.56,()
6242,24,:10602668616_0,5.06,()
6243,24,:10602668616_1,5.04,()
6244,24,:10602668616_2,8.33,()
6245,24,:10602668621_0,6.95,()
6246,24,:10602668621_1,4.67,()
6247,24,:10602668621_2,8.33,()
6248,24,:135109553_0,5.56,()
6249,24,:135109553_1,6.28,()
6250,24,:135109553_2,4.91,()
6251,24,:135109553_3,5.56,()
6252,24,:135109553_4,6.95,()
6253,24,:135109553_5,8.33,()
6254,24,:135109553_6,6.95,()
6255,24,:135109553_7,6.95,()
6256,24,:135109570_0,8.33,()
6257,24,:135109570_2,5.06,()
6258,24,:135109574_0,8.33,()
6259,24,:135109574_1,7.58,()
6260,24,:135109574_2,4.85,()
6261,24,:135109574_3,8.33,()
6262,24,:135109580_0,4.71,()
6263,24,:135109580_1,6.95,()
6264,24,:135109580_2,8.33,()
6265,24,:17648104_0,8.33,()
6266,24,:17648104_1,6.609999999999999,()
6267,24,:17648111_0,3.94,()
6268,24,:2384200130_0,5.87,()
6269,24,:2384200130_1,8.33,()
6270,24,:2384200130_2,8.33,()
6271,24,:2384200130_4,8.33,()
6272,24,:2384200132_0,8.33,()
6273,24,:2384200132_1,8.33,()
6274,24,:247416072_0,8.33,()
6275,24,:247416072_1,8.33,()
6276,24,:247416072_2,6.91,()
6277,24,:247416072_3,5.16,()
6278,24,:247416073_0,5.61,()
6279,24,:26165090_0,6.92,()
6280,24,:2996413692_0,7.67,()
6281,24,:2996413692_1,5.07,()
6282,24,:3562601793_0,8.33,()
6283,24,:3562601793_1,6.95,()
6284,24,:3562601793_2,6.95,()
6285,24,:3562601793_3,6.95,()
6286,24,:3562601793_4,4.7,()
6287,24,:3562601793_5,8.33,()
6288,24,:3562601793_6,6.95,()
6289,24,:3562601802_0,8.33,()
6290,24,:3562601802_1,6.67,()
6291,24,:3562601802_2,4.69,()
6292,24,:3562601802_3,6.95,()
6293,24,:3562601802_4,6.95,()
6294,24,:3562601802_5,8.33,()
6295,24,:3562601802_6,6.67,()
6296,24,:3562601807_0,5.56,()
6297,24,:3562601807_1,5.56,()
6298,24,:3562601807_2,5.56,()
6299,24,:3562601807_3,5.56,()
6300,24,:3562601807_4,5.0,()
6301,24,:3562601807_5,5.56,()
6302,24,:3562601809_0,8.33,()
6303,24,:3562601809_1,6.84,()
6304,24,:3562601809_2,5.01,()
6305,24,:3562601809_3,6.93,()
6306,24,:3562601809_4,5.13,()
6307,24,:3562601809_5,8.33,()
6308,24,:3562601809_6,6.84,()
6309,24,:3562601816_0,6.17,()
6310,24,:3562601816_1,6.857420941107102,"('v_1',)"
6311,24,:3562601816_2,6.09,()
6312,24,:3562601819_0,5.56,()
6313,24,:3562601819_1,3.8,()
6314,24,:3562601819_2,5.56,()
6315,24,:3562601819_3,5.56,()
6316,24,:3562601819_4,5.56,()
6317,24,:3562601819_5,5.56,()
6318,24,:3566241825_0,8.33,()
6319,24,:3566241825_1,6.74,()
6320,24,:3566241825_2,4.86,()
6321,24,:3566241825_3,6.63,()
6322,24,:3566241825_4,4.72,()
6323,24,:3566241825_5,8.33,()
6324,24,:3566241825_6,6.74,()
6325,24,:3577629914_0,6.95,()
6326,24,:3577629914_1,8.33,()
6327,24,:3577629914_3,4.26,()
6328,24,:36313879_0,6.59,()
6329,24,:36313879_1,6.95,()
6330,24,:36313879_10,8.33,()
6331,24,:36313879_11,8.09,()
6332,24,:36313879_12,6.95,()
6333,24,:36313879_13,8.09,()
6334,24,:36313879_2,8.01,()
6335,24,:36313879_3,6.51,()
6336,24,:36313879_4,8.33,()
6337,24,:36313879_5,6.95,()
6338,24,:36313879_6,5.24,()
6339,24,:36313879_7,6.95,()
6340,24,:36313879_8,6.95,()
6341,24,:36313879_9,5.8,()
6342,24,:389281_0,8.33,()
6343,24,:389281_1,8.33,()
6344,24,:389281_2,6.12,()
6345,24,:389281_3,8.33,()
6346,24,:389281_5,6.82,()
6347,24,:389281_6,8.33,()
6348,24,:389281_7,7.35,()
6349,24,:389281_8,8.33,()
6350,24,:389663_0,6.93,()
6351,24,:389663_2,8.33,()
6352,24,:4360805516_0,3.96,()
6353,24,:4360805516_1,5.56,()
6354,24,:5123390130_0,8.33,()
6355,24,:5123390130_1,8.33,()
6356,24,:5295502772_0,8.33,()
6357,24,:530287775_0,6.46,()
6358,24,:530287775_1,8.33,()
6359,24,:530287775_2,8.33,()
6360,24,:530287775_4,6.634112751817764,"('v_4',)"
6361,24,:530941809_0,8.33,()
6362,24,:530941809_2,4.99,()
6363,24,:530941809_3,5.7,()
6364,24,:5355515613_0,8.33,()
6365,24,:5355515613_1,8.33,()
6366,24,:5355515615_0,8.33,()
6367,24,:5355515615_1,8.33,()
6368,24,:6448533087_0,8.33,()
6369,24,:6448533087_1,6.95,()
6370,24,:6448533087_2,4.33,()
6371,24,:6448533087_3,6.95,()
6372,24,:6448533087_4,4.35,()
6373,24,:6448533087_5,8.33,()
6374,24,:6448533087_7,6.95,()
6375,24,:7447234461_0,4.81,()
6376,24,:7447234461_1,6.05,()
6377,24,:7447234461_2,8.33,()
6378,24,:904491768_0,6.74,()
6379,24,:904491768_1,4.75,()
6380,24,:904491768_2,8.33,()
6381,24,:904491814_0,4.84,()
6382,24,:904491814_1,5.93,()
6383,24,:904491814_2,7.668877038478447,"('v_3',)"
6384,24,:9101555_0,6.5,()
6385,24,:9964901732_0,6.62,()
6386,24,:9964901732_1,7.76,()
6387,24,:9964901732_2,6.21,()
6388,24,:9964901732_3,8.33,()
6389,24,:9964901732_4,8.33,()
6390,24,:9964901732_5,8.1,()
6391,24,:9964901732_6,8.1,()
6392,24,:9964901733_0,8.33,()
6393,24,:9964901733_1,8.33,()
6394,25,-1,8.33,()
6395,25,-11,5.56,()
6396,25,-12,5.56,()
6397,25,-14,8.33,()
6398,25,-17,5.56,()
6399,25,-19,8.33,()
6400,25,-2,8.33,()
6401,25,-20,8.33,()
6402,25,-23,8.33,()
6403,25,-24,2.78,()
6404,25,-27,5.56,()
6405,25,-28,8.33,()
6406,25,-3,8.33,()
6407,25,-30,8.33,()
6408,25,-32,8.33,()
6409,25,-33,8.33,()
6410,25,-34,5.56,()
6411,25,-35,8.33,()
6412,25,-36,5.56,()
6413,25,-37,5.56,()
6414,25,-38,5.56,()
6415,25,-39,5.56,()
6416,25,-40,8.33,()
6417,25,-41,5.56,()
6418,25,-43,5.56,()
6419,25,-44,5.56,()
6420,25,-45,8.33,()
6421,25,-47,5.56,()
6422,25,-48,5.56,()
6423,25,-49,2.78,()
6424,25,-50,8.33,()
6425,25,-52,8.33,()
6426,25,-53,2.78,()
6427,25,-54,8.33,()
6428,25,-55,5.56,()
6429,25,-56,8.33,()
6430,25,-58,8.33,()
6431,25,-59,2.78,()
6432,25,-60,8.33,()
6433,25,-61,5.56,()
6434,25,-62,8.33,()
6435,25,-63,8.33,()
6436,25,-64,8.33,()
6437,25,-65,5.56,()
6438,25,-66,2.78,()
6439,25,-67,2.78,()
6440,25,-68,2.78,()
6441,25,-7,5.56,()
6442,25,-70,5.56,()
6443,25,-72,5.56,()
6444,25,-8,8.33,()
6445,25,-9,8.33,()
6446,25,0,8.33,()
6447,25,1,8.33,()
6448,25,10,8.33,()
6449,25,11,5.56,()
6450,25,12,5.56,()
6451,25,13,8.33,()
6452,25,14,8.33,()
6453,25,15,8.33,()
6454,25,16,8.33,()
6455,25,17,5.56,()
6456,25,18,8.33,()
6457,25,19,8.33,()
6458,25,2,8.33,()
6459,25,20,8.33,()
6460,25,21,6.4858282242729715,"('v_4', 'v_5', 'v_2')"
6461,25,22,8.33,()
6462,25,23,8.33,()
6463,25,24,2.78,()
6464,25,25,8.33,()
6465,25,26,8.33,()
6466,25,27,5.56,()
6467,25,28,8.33,()
6468,25,29,8.33,()
6469,25,3,8.33,()
6470,25,30,8.33,()
6471,25,31,8.33,()
6472,25,32,8.33,()
6473,25,33,8.33,()
6474,25,34,5.56,()
6475,25,35,8.33,()
6476,25,36,5.56,()
6477,25,37,5.56,()
6478,25,38,5.56,()
6479,25,39,5.56,()
6480,25,4,8.33,()
6481,25,40,8.33,()
6482,25,41,5.56,()
6483,25,42,7.363992945025801,"('v_1',)"
6484,25,43,5.56,()
6485,25,44,5.56,()
6486,25,45,8.33,()
6487,25,46,8.33,()
6488,25,47,5.56,()
6489,25,48,5.56,()
6490,25,49,2.78,()
6491,25,50,8.33,()
6492,25,51,8.779743983904087,"('v_0',)"
6493,25,52,8.33,()
6494,25,53,2.78,()
6495,25,54,8.33,()
6496,25,55,5.56,()
6497,25,56,7.24956036127265,"('v_7',)"
6498,25,57,8.33,()
6499,25,58,8.33,()
6500,25,59,2.78,()
6501,25,6,8.33,()
6502,25,60,8.33,()
6503,25,61,5.56,()
6504,25,62,8.33,()
6505,25,63,8.33,()
6506,25,64,8.33,()
6507,25,65,5.56,()
6508,25,66,2.78,()
6509,25,67,2.78,()
6510,25,68,2.78,()
6511,25,69,8.33,()
6512,25,7,5.56,()
6513,25,70,5.56,()
6514,25,71,8.33,()
6515,25,72,5.56,()
6516,25,8,8.33,()
6517,25,9,8.33,()
6518,25,:10253939533_0,5.43,()
6519,25,:10253939533_1,5.56,()
6520,25,:10602668616_0,5.06,()
6521,25,:10602668616_1,5.04,()
6522,25,:10602668616_2,8.33,()
6523,25,:10602668621_0,6.95,()
6524,25,:10602668621_1,4.67,()
6525,25,:10602668621_2,8.33,()
