,step,edge_id,mean_speed,vehicle_ids
128,2,:10602668616_2,8.33,()
129,2,:10602668621_0,6.95,()
130,2,:10602668621_1,4.67,()
131,2,:10602668621_2,8.33,()
132,2,:135109553_0,5.56,()
133,2,:135109553_1,6.28,()
134,2,:135109553_2,4.91,()
135,2,:135109553_3,5.56,()
136,2,:135109553_4,6.95,()
137,2,:135109553_5,8.33,()
138,2,:135109553_6,6.95,()
139,2,:135109553_7,6.95,()
140,2,:135109570_0,8.33,()
141,2,:135109570_2,5.06,()
142,2,:135109574_0,8.33,()
143,2,:135109574_1,7.58,()
144,2,:135109574_2,4.85,()
145,2,:135109574_3,8.33,()
146,2,:135109580_0,4.71,()
147,2,:135109580_1,6.95,()
148,2,:135109580_2,8.33,()
149,2,:17648104_0,8.33,()
150,2,:17648104_1,6.609999999999999,()
151,2,:17648111_0,3.94,()
152,2,:2384200130_0,5.87,()
153,2,:2384200130_1,8.33,()
154,2,:2384200130_2,8.33,()
155,2,:2384200130_4,8.33,()
156,2,:2384200132_0,8.33,()
157,2,:2384200132_1,8.33,()
158,2,:247416072_0,8.33,()
159,2,:247416072_1,8.33,()
160,2,:247416072_2,6.91,()
161,2,:247416072_3,5.16,()
162,2,:247416073_0,5.61,()
163,2,:26165090_0,6.92,()
164,2,:2996413692_0,7.67,()
165,2,:2996413692_1,5.07,()
166,2,:3562601793_0,8.33,()
167,2,:3562601793_1,6.95,()
168,2,:3562601793_2,6.95,()
169,2,:3562601793_3,6.95,()
170,2,:3562601793_4,4.7,()
171,2,:3562601793_5,8.33,()
172,2,:3562601793_6,6.95,()
173,2,:3562601802_0,8.33,()
174,2,:3562601802_1,6.67,()
175,2,:3562601802_2,4.69,()
176,2,:3562601802_3,6.95,()
177,2,:3562601802_4,6.95,()
178,2,:3562601802_5,8.33,()
179,2,:3562601802_6,6.67,()
180,2,:3562601807_0,5.56,()
181,2,:3562601807_1,5.56,()
182,2,:3562601807_2,5.56,()
183,2,:3562601807_3,5.56,()
184,2,:3562601807_4,5.0,()
185,2,:3562601807_5,5.56,()
186,2,:3562601809_0,8.33,()
187,2,:3562601809_1,6.84,()
188,2,:3562601809_2,5.01,()
189,2,:3562601809_3,6.93,()
190,2,:3562601809_4,5.13,()
191,2,:3562601809_5,8.33,()
192,2,:3562601809_6,6.84,()
193,2,:3562601816_0,6.17,()
194,2,:3562601816_1,8.33,()
195,2,:3562601816_2,6.09,()
196,2,:3562601819_0,5.56,()
197,2,:3562601819_1,3.8,()
198,2,:3562601819_2,5.56,()
199,2,:3562601819_3,5.56,()
200,2,:3562601819_4,5.56,()
201,2,:3562601819_5,5.56,()
202,2,:3566241825_0,8.33,()
203,2,:3566241825_1,6.74,()
204,2,:3566241825_2,4.86,()
205,2,:3566241825_3,6.63,()
206,2,:3566241825_4,4.72,()
207,2,:3566241825_5,8.33,()
208,2,:3566241825_6,6.74,()
209,2,:3577629914_0,6.95,()
210,2,:3577629914_1,8.33,()
211,2,:3577629914_3,4.26,()
212,2,:36313879_0,6.59,()
213,2,:36313879_1,6.95,()
214,2,:36313879_10,8.33,()
215,2,:36313879_11,8.09,()
216,2,:36313879_12,6.95,()
217,2,:36313879_13,8.09,()
218,2,:36313879_2,8.01,()
219,2,:36313879_3,6.51,()
220,2,:36313879_4,8.33,()
221,2,:36313879_5,6.95,()
222,2,:36313879_6,5.24,()
223,2,:36313879_7,6.95,()
224,2,:36313879_8,6.95,()
225,2,:36313879_9,5.8,()
226,2,:389281_0,8.33,()
227,2,:389281_1,8.33,()
228,2,:389281_2,6.12,()
229,2,:389281_3,8.33,()
230,2,:389281_5,6.82,()
231,2,:389281_6,8.33,()
232,2,:389281_7,7.35,()
233,2,:389281_8,8.33,()
234,2,:389663_0,6.93,()
235,2,:389663_2,8.33,()
236,2,:4360805516_0,3.96,()
237,2,:4360805516_1,5.56,()
238,2,:5123390130_0,8.33,()
239,2,:5123390130_1,8.33,()
240,2,:5295502772_0,8.33,()
241,2,:530287775_0,6.46,()
242,2,:530287775_1,8.33,()
243,2,:530287775_2,8.33,()
244,2,:530287775_4,7.39,()
245,2,:530941809_0,8.33,()
246,2,:530941809_2,4.99,()
247,2,:530941809_3,5.7,()
248,2,:5355515613_0,8.33,()
249,2,:5355515613_1,8.33,()
250,2,:5355515615_0,8.33,()
251,2,:5355515615_1,8.33,()
252,2,:6448533087_0,8.33,()
253,2,:6448533087_1,6.95,()
254,2,:6448533087_2,4.33,()
255,2,:6448533087_3,6.95,()
256,2,:6448533087_4,4.35,()
257,2,:6448533087_5,8.33,()
258,2,:6448533087_7,6.95,()
259,2,:7447234461_0,4.81,()
260,2,:7447234461_1,6.05,()
261,2,:7447234461_2,8.33,()
262,2,:904491768_0,6.74,()
263,2,:904491768_1,4.75,()
264,2,:904491768_2,8.33,()
265,2,:904491814_0,4.84,()
266,2,:904491814_1,5.93,()
267,2,:904491814_2,8.33,()
268,2,:9101555_0,6.5,()
269,2,:9964901732_0,6.62,()
270,2,:9964901732_1,7.76,()
271,2,:9964901732_2,6.21,()
272,2,:9964901732_3,8.33,()
273,2,:9964901732_4,8.33,()
274,2,:9964901732_5,8.1,()
275,2,:9964901732_6,8.1,()
276,2,:9964901733_0,8.33,()
277,2,:9964901733_1,8.33,()
278,3,-1,8.33,()
279,3,-11,5.56,()
280,3,-12,5.56,()
281,3,-14,8.33,()
282,3,-17,5.56,()
283,3,-19,8.33,()
284,3,-2,8.33,()
285,3,-20,8.33,()
286,3,-23,8.33,()
287,3,-24,2.78,()
288,3,-27,5.56,()
289,3,-28,8.33,()
290,3,-3,8.33,()
291,3,-30,8.33,()
292,3,-32,8.33,()
293,3,-33,8.33,()
294,3,-34,5.56,()
295,3,-35,8.33,()
296,3,-36,5.56,()
297,3,-37,5.56,()
298,3,-38,5.56,()
299,3,-39,5.56,()
300,3,-40,8.33,()
301,3,-41,5.56,()
302,3,-43,5.56,()
303,3,-44,5.56,()
304,3,-45,8.33,()
305,3,-47,5.56,()
306,3,-48,5.56,()
307,3,-49,2.78,()
308,3,-50,8.33,()
309,3,-52,8.33,()
310,3,-53,2.78,()
311,3,-54,8.33,()
312,3,-55,5.56,()
313,3,-56,8.33,()
314,3,-58,8.33,()
315,3,-59,2.78,()
316,3,-60,8.33,()
317,3,-61,5.56,()
318,3,-62,8.33,()
319,3,-63,8.33,()
320,3,-64,8.33,()
321,3,-65,5.56,()
322,3,-66,2.78,()
323,3,-67,2.78,()
324,3,-68,2.78,()
325,3,-7,5.56,()
326,3,-70,5.56,()
327,3,-72,5.56,()
328,3,-8,8.33,()
329,3,-9,8.33,()
330,3,0,8.33,()
331,3,1,8.33,()
332,3,10,8.33,()
333,3,11,5.56,()
334,3,12,5.56,()
335,3,13,8.33,()
336,3,14,8.33,()
337,3,15,8.33,()
338,3,16,8.33,()
339,3,17,5.56,()
340,3,18,8.33,()
341,3,19,8.33,()
342,3,2,8.33,()
343,3,20,8.33,()
344,3,21,8.33,()
345,3,22,8.33,()
346,3,23,8.33,()
347,3,24,2.78,()
348,3,25,8.33,()
349,3,26,8.33,()
350,3,27,5.56,()
351,3,28,8.33,()
352,3,29,8.33,()
353,3,3,8.33,()
354,3,30,8.33,()
355,3,31,8.33,()
356,3,32,8.33,()
357,3,33,8.33,()
358,3,34,5.56,()
359,3,35,8.33,()
360,3,36,5.56,()
361,3,37,5.56,()
362,3,38,5.56,()
363,3,39,5.56,()
364,3,4,8.33,()
365,3,40,8.33,()
366,3,41,5.56,()
367,3,42,8.33,()
368,3,43,5.56,()
369,3,44,5.56,()
370,3,45,8.33,()
371,3,46,8.33,()
372,3,47,5.56,()
373,3,48,5.56,()
374,3,49,2.78,()
375,3,50,8.33,()
376,3,51,8.33,()
377,3,52,8.33,()
378,3,53,2.78,()
379,3,54,8.33,()
380,3,55,5.56,()
381,3,56,3.259678419632837,"('v_1', 'v_0')"
382,3,57,8.33,()
383,3,58,8.33,()
384,3,59,2.78,()
385,3,6,8.33,()
386,3,60,8.33,()
387,3,61,5.56,()
388,3,62,8.33,()
389,3,63,8.33,()
390,3,64,8.33,()
391,3,65,5.56,()
392,3,66,2.78,()
393,3,67,2.78,()
394,3,68,2.78,()
395,3,69,8.33,()
396,3,7,5.56,()
397,3,70,5.56,()
398,3,71,8.33,()
399,3,72,5.56,()
400,3,8,8.33,()
401,3,9,8.33,()
402,3,:10253939533_0,5.43,()
403,3,:10253939533_1,5.56,()
404,3,:10602668616_0,5.06,()
405,3,:10602668616_1,5.04,()
406,3,:10602668616_2,8.33,()
407,3,:10602668621_0,6.95,()
408,3,:10602668621_1,4.67,()
409,3,:10602668621_2,8.33,()
410,3,:135109553_0,5.56,()
411,3,:135109553_1,6.28,()
412,3,:135109553_2,4.91,()
413,3,:135109553_3,5.56,()
414,3,:135109553_4,6.95,()
415,3,:135109553_5,8.33,()
416,3,:135109553_6,6.95,()
417,3,:135109553_7,6.95,()
418,3,:135109570_0,8.33,()
419,3,:135109570_2,5.06,()
420,3,:135109574_0,8.33,()
421,3,:135109574_1,7.58,()
422,3,:135109574_2,4.85,()
423,3,:135109574_3,8.33,()
424,3,:135109580_0,4.71,()
425,3,:135109580_1,6.95,()
426,3,:135109580_2,8.33,()
427,3,:17648104_0,8.33,()
428,3,:17648104_1,6.609999999999999,()
429,3,:17648111_0,3.94,()
430,3,:2384200130_0,5.87,()
431,3,:2384200130_1,8.33,()
432,3,:2384200130_2,8.33,()
433,3,:2384200130_4,8.33,()
434,3,:2384200132_0,8.33,()
435,3,:2384200132_1,8.33,()
436,3,:247416072_0,8.33,()
437,3,:247416072_1,8.33,()
438,3,:247416072_2,6.91,()
439,3,:247416072_3,5.16,()
440,3,:247416073_0,5.61,()
441,3,:26165090_0,6.92,()
442,3,:2996413692_0,7.67,()
443,3,:2996413692_1,5.07,()
444,3,:3562601793_0,8.33,()
445,3,:3562601793_1,6.95,()
446,3,:3562601793_2,6.95,()
447,3,:3562601793_3,6.95,()
448,3,:3562601793_4,4.7,()
449,3,:3562601793_5,8.33,()
450,3,:3562601793_6,6.95,()
451,3,:3562601802_0,8.33,()
452,3,:3562601802_1,6.67,()
453,3,:3562601802_2,4.69,()
454,3,:3562601802_3,6.95,()
455,3,:3562601802_4,6.95,()
456,3,:3562601802_5,8.33,()
457,3,:3562601802_6,6.67,()
458,3,:3562601807_0,5.56,()
459,3,:3562601807_1,5.56,()
460,3,:3562601807_2,5.56,()
461,3,:3562601807_3,5.56,()
462,3,:3562601807_4,5.0,()
463,3,:3562601807_5,5.56,()
464,3,:3562601809_0,8.33,()
465,3,:3562601809_1,6.84,()
466,3,:3562601809_2,5.01,()
467,3,:3562601809_3,6.93,()
468,3,:3562601809_4,5.13,()
469,3,:3562601809_5,8.33,()
470,3,:3562601809_6,6.84,()
471,3,:3562601816_0,6.17,()
472,3,:3562601816_1,8.33,()
473,3,:3562601816_2,6.09,()
474,3,:3562601819_0,5.56,()
475,3,:3562601819_1,3.8,()
476,3,:3562601819_2,5.56,()
477,3,:3562601819_3,5.56,()
478,3,:3562601819_4,5.56,()
479,3,:3562601819_5,5.56,()
480,3,:3566241825_0,8.33,()
481,3,:3566241825_1,6.74,()
482,3,:3566241825_2,4.86,()
483,3,:3566241825_3,6.63,()
484,3,:3566241825_4,4.72,()
485,3,:3566241825_5,8.33,()
486,3,:3566241825_6,6.74,()
487,3,:3577629914_0,6.95,()
488,3,:3577629914_1,8.33,()
489,3,:3577629914_3,4.26,()
490,3,:36313879_0,6.59,()
491,3,:36313879_1,6.95,()
492,3,:36313879_10,8.33,()
493,3,:36313879_11,8.09,()
494,3,:36313879_12,6.95,()
495,3,:36313879_13,8.09,()
496,3,:36313879_2,8.01,()
497,3,:36313879_3,6.51,()
498,3,:36313879_4,8.33,()
499,3,:36313879_5,6.95,()
500,3,:36313879_6,5.24,()
501,3,:36313879_7,6.95,()
502,3,:36313879_8,6.95,()
503,3,:36313879_9,5.8,()
504,3,:389281_0,8.33,()
505,3,:389281_1,8.33,()
506,3,:389281_2,6.12,()
507,3,:389281_3,8.33,()
508,3,:389281_5,6.82,()
509,3,:389281_6,8.33,()
510,3,:389281_7,7.35,()
511,3,:389281_8,8.33,()
512,3,:389663_0,6.93,()
513,3,:389663_2,8.33,()
514,3,:4360805516_0,3.96,()
515,3,:4360805516_1,5.56,()
516,3,:5123390130_0,8.33,()
517,3,:5123390130_1,8.33,()
518,3,:5295502772_0,8.33,()
519,3,:530287775_0,6.46,()
520,3,:530287775_1,8.33,()
521,3,:530287775_2,8.33,()
522,3,:530287775_4,7.39,()
523,3,:530941809_0,8.33,()
524,3,:530941809_2,4.99,()
525,3,:530941809_3,5.7,()
526,3,:5355515613_0,8.33,()
527,3,:5355515613_1,8.33,()
528,3,:5355515615_0,8.33,()
529,3,:5355515615_1,8.33,()
530,3,:6448533087_0,8.33,()
531,3,:6448533087_1,6.95,()
532,3,:6448533087_2,4.33,()
533,3,:6448533087_3,6.95,()
534,3,:6448533087_4,4.35,()
535,3,:6448533087_5,8.33,()
536,3,:6448533087_7,6.95,()
537,3,:7447234461_0,4.81,()
538,3,:7447234461_1,6.05,()
539,3,:7447234461_2,8.33,()
540,3,:904491768_0,6.74,()
541,3,:904491768_1,4.75,()
542,3,:904491768_2,8.33,()
543,3,:904491814_0,4.84,()
544,3,:904491814_1,5.93,()
545,3,:904491814_2,8.33,()
546,3,:9101555_0,6.5,()
547,3,:9964901732_0,6.62,()
548,3,:9964901732_1,7.76,()
549,3,:9964901732_2,6.21,()
550,3,:9964901732_3,8.33,()
551,3,:9964901732_4,8.33,()
552,3,:9964901732_5,8.1,()
553,3,:9964901732_6,8.1,()
554,3,:9964901733_0,8.33,()
555,3,:9964901733_1,8.33,()
556,4,-1,8.33,()
557,4,-11,5.56,()
558,4,-12,5.56,()
559,4,-14,8.33,()
560,4,-17,5.56,()
561,4,-19,8.33,()
562,4,-2,8.33,()
563,4,-20,8.33,()
564,4,-23,8.33,()
565,4,-24,2.78,()
566,4,-27,5.56,()
567,4,-28,8.33,()
568,4,-3,8.33,()
569,4,-30,8.33,()
570,4,-32,8.33,()
571,4,-33,8.33,()
572,4,-34,5.56,()
573,4,-35,8.33,()
574,4,-36,5.56,()
575,4,-37,5.56,()
576,4,-38,5.56,()
577,4,-39,5.56,()
578,4,-40,8.33,()
579,4,-41,5.56,()
580,4,-43,5.56,()
581,4,-44,5.56,()
582,4,-45,8.33,()
583,4,-47,5.56,()
584,4,-48,5.56,()
585,4,-49,2.78,()
586,4,-50,8.33,()
587,4,-52,8.33,()
588,4,-53,2.78,()
589,4,-54,8.33,()
590,4,-55,5.56,()
591,4,-56,8.33,()
592,4,-58,8.33,()
593,4,-59,2.78,()
594,4,-60,8.33,()
595,4,-61,5.56,()
596,4,-62,8.33,()
597,4,-63,8.33,()
598,4,-64,8.33,()
599,4,-65,5.56,()
600,4,-66,2.78,()
601,4,-67,2.78,()
602,4,-68,2.78,()
603,4,-7,5.56,()
604,4,-70,5.56,()
605,4,-72,5.56,()
606,4,-8,8.33,()
607,4,-9,8.33,()
608,4,0,8.33,()
609,4,1,8.33,()
610,4,10,8.33,()
611,4,11,5.56,()
612,4,12,5.56,()
613,4,13,8.33,()
614,4,14,8.33,()
615,4,15,8.33,()
616,4,16,8.33,()
617,4,17,5.56,()
618,4,18,8.33,()
619,4,19,8.33,()
620,4,2,8.33,()
621,4,20,8.33,()
622,4,21,8.33,()
623,4,22,8.33,()
624,4,23,8.33,()
625,4,24,2.78,()
626,4,25,8.33,()
627,4,26,8.33,()
628,4,27,5.56,()
629,4,28,8.33,()
630,4,29,8.33,()
631,4,3,8.33,()
632,4,30,8.33,()
633,4,31,8.33,()
634,4,32,8.33,()
635,4,33,8.33,()
636,4,34,5.56,()
637,4,35,8.33,()
638,4,36,5.56,()
639,4,37,5.56,()
640,4,38,5.56,()
641,4,39,5.56,()
642,4,4,8.33,()
643,4,40,8.33,()
644,4,41,5.56,()
645,4,42,8.33,()
646,4,43,5.56,()
647,4,44,5.56,()
648,4,45,8.33,()
649,4,46,8.33,()
650,4,47,5.56,()
651,4,48,5.56,()
652,4,49,2.78,()
653,4,50,8.33,()
654,4,51,8.33,()
655,4,52,8.33,()
656,4,53,2.78,()
657,4,54,8.33,()
658,4,55,5.56,()
659,4,56,2.286951568371323,"('v_2', 'v_1', 'v_0')"
660,4,57,8.33,()
661,4,58,8.33,()
662,4,59,2.78,()
663,4,6,8.33,()
664,4,60,8.33,()
665,4,61,5.56,()
666,4,62,8.33,()
667,4,63,8.33,()
668,4,64,8.33,()
669,4,65,5.56,()
670,4,66,2.78,()
671,4,67,2.78,()
672,4,68,2.78,()
673,4,69,8.33,()
674,4,7,5.56,()
675,4,70,5.56,()
676,4,71,8.33,()
677,4,72,5.56,()
678,4,8,8.33,()
679,4,9,8.33,()
680,4,:10253939533_0,5.43,()
681,4,:10253939533_1,5.56,()
682,4,:10602668616_0,5.06,()
683,4,:10602668616_1,5.04,()
684,4,:10602668616_2,8.33,()
685,4,:10602668621_0,6.95,()
686,4,:10602668621_1,4.67,()
687,4,:10602668621_2,8.33,()
688,4,:135109553_0,5.56,()
689,4,:135109553_1,6.28,()
690,4,:135109553_2,4.91,()
691,4,:135109553_3,5.56,()
692,4,:135109553_4,6.95,()
693,4,:135109553_5,8.33,()
694,4,:135109553_6,6.95,()
695,4,:135109553_7,6.95,()
696,4,:135109570_0,8.33,()
697,4,:135109570_2,5.06,()
698,4,:135109574_0,8.33,()
699,4,:135109574_1,7.58,()
700,4,:135109574_2,4.85,()
701,4,:135109574_3,8.33,()
702,4,:135109580_0,4.71,()
703,4,:135109580_1,6.95,()
704,4,:135109580_2,8.33,()
705,4,:17648104_0,8.33,()
706,4,:17648104_1,6.609999999999999,()
707,4,:17648111_0,3.94,()
708,4,:2384200130_0,5.87,()
709,4,:2384200130_1,8.33,()
710,4,:2384200130_2,8.33,()
711,4,:2384200130_4,8.33,()
712,4,:2384200132_0,8.33,()
713,4,:2384200132_1,8.33,()
714,4,:247416072_0,8.33,()
715,4,:247416072_1,8.33,()
716,4,:247416072_2,6.91,()
717,4,:247416072_3,5.16,()
718,4,:247416073_0,5.61,()
719,4,:26165090_0,6.92,()
720,4,:2996413692_0,7.67,()
721,4,:2996413692_1,5.07,()
722,4,:3562601793_0,8.33,()
723,4,:3562601793_1,6.95,()
724,4,:3562601793_2,6.95,()
725,4,:3562601793_3,6.95,()
726,4,:3562601793_4,4.7,()
727,4,:3562601793_5,8.33,()
728,4,:3562601793_6,6.95,()
729,4,:3562601802_0,8.33,()
730,4,:3562601802_1,6.67,()
731,4,:3562601802_2,4.69,()
732,4,:3562601802_3,6.95,()
733,4,:3562601802_4,6.95,()
734,4,:3562601802_5,8.33,()
735,4,:3562601802_6,6.67,()
736,4,:3562601807_0,5.56,()
737,4,:3562601807_1,5.56,()
738,4,:3562601807_2,5.56,()
739,4,:3562601807_3,5.56,()
740,4,:3562601807_4,5.0,()
741,4,:3562601807_5,5.56,()
742,4,:3562601809_0,8.33,()
743,4,:3562601809_1,6.84,()
744,4,:3562601809_2,5.01,()
745,4,:3562601809_3,6.93,()
746,4,:3562601809_4,5.13,()
747,4,:3562601809_5,8.33,()
748,4,:3562601809_6,6.84,()
749,4,:3562601816_0,6.17,()
750,4,:3562601816_1,8.33,()
751,4,:3562601816_2,6.09,()
752,4,:3562601819_0,5.56,()
753,4,:3562601819_1,3.8,()
754,4,:3562601819_2,5.56,()
755,4,:3562601819_3,5.56,()
756,4,:3562601819_4,5.56,()
757,4,:3562601819_5,5.56,()
758,4,:3566241825_0,8.33,()
759,4,:3566241825_1,6.74,()
760,4,:3566241825_2,4.86,()
761,4,:3566241825_3,6.63,()
762,4,:3566241825_4,4.72,()
763,4,:3566241825_5,8.33,()
764,4,:3566241825_6,6.74,()
765,4,:3577629914_0,6.95,()
766,4,:3577629914_1,8.33,()
767,4,:3577629914_3,4.26,()
768,4,:36313879_0,6.59,()
769,4,:36313879_1,6.95,()
770,4,:36313879_10,8.33,()
771,4,:36313879_11,8.09,()
772,4,:36313879_12,6.95,()
773,4,:36313879_13,8.09,()
774,4,:36313879_2,8.01,()
775,4,:36313879_3,6.51,()
776,4,:36313879_4,8.33,()
777,4,:36313879_5,6.95,()
778,4,:36313879_6,5.24,()
779,4,:36313879_7,6.95,()
780,4,:36313879_8,6.95,()
781,4,:36313879_9,5.8,()
782,4,:389281_0,8.33,()
783,4,:389281_1,8.33,()
784,4,:389281_2,6.12,()
785,4,:389281_3,8.33,()
786,4,:389281_5,6.82,()
787,4,:389281_6,8.33,()
788,4,:389281_7,7.35,()
789,4,:389281_8,8.33,()
790,4,:389663_0,6.93,()
791,4,:389663_2,8.33,()
792,4,:4360805516_0,3.96,()
793,4,:4360805516_1,5.56,()
794,4,:5123390130_0,8.33,()
795,4,:5123390130_1,8.33,()
796,4,:5295502772_0,8.33,()
797,4,:530287775_0,6.46,()
798,4,:530287775_1,8.33,()
799,4,:530287775_2,8.33,()
800,4,:530287775_4,7.39,()
801,4,:530941809_0,8.33,()
802,4,:530941809_2,4.99,()
803,4,:530941809_3,5.7,()
804,4,:5355515613_0,8.33,()
805,4,:5355515613_1,8.33,()
806,4,:5355515615_0,8.33,()
807,4,:5355515615_1,8.33,()
808,4,:6448533087_0,8.33,()
809,4,:6448533087_1,6.95,()
810,4,:6448533087_2,4.33,()
811,4,:6448533087_3,6.95,()
812,4,:6448533087_4,4.35,()
813,4,:6448533087_5,8.33,()
814,4,:6448533087_7,6.95,()
815,4,:7447234461_0,4.81,()
816,4,:7447234461_1,6.05,()
817,4,:7447234461_2,8.33,()
818,4,:904491768_0,6.74,()
819,4,:904491768_1,4.75,()
820,4,:904491768_2,8.33,()
821,4,:904491814_0,4.84,()
822,4,:904491814_1,5.93,()
823,4,:904491814_2,8.33,()
824,4,:9101555_0,6.5,()
825,4,:9964901732_0,6.62,()
826,4,:9964901732_1,7.76,()
827,4,:9964901732_2,6.21,()
828,4,:9964901732_3,8.33,()
829,4,:9964901732_4,8.33,()
830,4,:9964901732_5,8.1,()
831,4,:9964901732_6,8.1,()
832,4,:9964901733_0,8.33,()
833,4,:9964901733_1,8.33,()
834,5,-1,8.33,()
835,5,-11,5.56,()
836,5,-12,5.56,()
837,5,-14,8.33,()
838,5,-17,5.56,()
839,5,-19,8.33,()
840,5,-2,8.33,()
841,5,-20,8.33,()
842,5,-23,8.33,()
843,5,-24,2.78,()
844,5,-27,5.56,()
845,5,-28,8.33,()
846,5,-3,8.33,()
847,5,-30,8.33,()
848,5,-32,8.33,()
849,5,-33,8.33,()
850,5,-34,5.56,()
851,5,-35,8.33,()
852,5,-36,5.56,()
853,5,-37,5.56,()
854,5,-38,5.56,()
855,5,-39,5.56,()
856,5,-40,8.33,()
857,5,-41,5.56,()
858,5,-43,5.56,()
859,5,-44,5.56,()
860,5,-45,8.33,()
861,5,-47,5.56,()
862,5,-48,5.56,()
863,5,-49,2.78,()
864,5,-50,8.33,()
865,5,-52,8.33,()
866,5,-53,2.78,()
867,5,-54,8.33,()
868,5,-55,5.56,()
869,5,-56,8.33,()
870,5,-58,8.33,()
871,5,-59,2.78,()
872,5,-60,8.33,()
873,5,-61,5.56,()
874,5,-62,8.33,()
875,5,-63,8.33,()
876,5,-64,8.33,()
877,5,-65,5.56,()
878,5,-66,2.78,()
879,5,-67,2.78,()
880,5,-68,2.78,()
881,5,-7,5.56,()
882,5,-70,5.56,()
883,5,-72,5.56,()
884,5,-8,8.33,()
885,5,-9,8.33,()
886,5,0,8.33,()
887,5,1,8.33,()
888,5,10,8.33,()
889,5,11,5.56,()
890,5,12,5.56,()
891,5,13,8.33,()
892,5,14,8.33,()
893,5,15,8.33,()
894,5,16,8.33,()
895,5,17,5.56,()
896,5,18,8.33,()
897,5,19,8.33,()
898,5,2,8.33,()
899,5,20,8.33,()
900,5,21,8.33,()
901,5,22,8.33,()
902,5,23,8.33,()
903,5,24,2.78,()
904,5,25,8.33,()
905,5,26,8.33,()
906,5,27,5.56,()
907,5,28,8.33,()
908,5,29,8.33,()
909,5,3,8.33,()
910,5,30,8.33,()
911,5,31,8.33,()
912,5,32,8.33,()
913,5,33,8.33,()
914,5,34,5.56,()
915,5,35,8.33,()
916,5,36,5.56,()
917,5,37,5.56,()
918,5,38,5.56,()
919,5,39,5.56,()
920,5,4,8.33,()
921,5,40,8.33,()
922,5,41,5.56,()
923,5,42,8.33,()
924,5,43,5.56,()
925,5,44,5.56,()
926,5,45,8.33,()
