Experiment ID,Execution Time (seconds),Travel Time Cost (seconds),Find
1,0.6096360683441162,8688.454993046164,False
2,0.537553071975708,9923.216330451487,True
3,0.7522470951080322,11000.724261219748,False
4,0.6592729091644287,6214.401204819276,True
5,0.9024159908294678,14132.52676255012,False
6,0.6607990264892578,7520.363326254283,False
7,0.7282147407531738,18015.919460138262,True
8,0.8647470474243164,5417.886312975243,False
9,0.6913819313049316,16331.29054091707,True
10,0.46991705894470215,8842.800000000003,True
11,1.0312960147857666,6822.366666666665,True
12,0.21650004386901855,1061.9666666666665,True
13,0.5273950099945068,13097.32037031303,True
14,0.9315440654754639,14478.44779116466,True
15,0.6662089824676514,18008.119554369136,True
16,0.6058733463287354,9914.348745456178,False
17,0.6651439666748047,15266.92412448849,True
18,0.5293989181518555,6604.1613580205285,True
19,0.8698780536651611,6988.5857615268815,False
20,0.4269139766693115,9276.466086045648,True
21,0.25322389602661133,2839.333333333333,True
22,0.34546494483947754,7486.5999999999985,True
23,0.617189884185791,11351.839476265664,True
24,0.6573150157928467,7163.066666666668,True
25,0.22323131561279297,4153.666666666665,True
26,0.5675101280212402,12046.433813640726,True
27,0.2441399097442627,3728.3666666666663,True
28,0.6543009281158447,14461.81969237534,True
29,0.22652792930603027,3976.133333333333,True
30,0.23441290855407715,1893.8666666666663,True
31,0.9860708713531494,11540.30361445783,True
32,0.5498089790344238,8751.668441704402,False
33,0.6286108493804932,15226.444386519644,True
34,0.6110498905181885,10287.157429718874,True
35,0.3582751750946045,8826.45688393432,True
36,0.4982328414916992,10637.778077995768,True
37,0.24770522117614746,5360.959088948754,True
38,0.7993130683898926,15925.595450707278,True
39,0.21591401100158691,1198.5666666666664,True
40,0.640876054763794,9191.6077994977,False
41,0.9405608177185059,7251.074010850554,False
42,0.7889289855957031,20462.539716652864,True
43,0.7575922012329102,7921.000025552387,False
44,0.5489389896392822,10889.617840916062,False
45,0.8953359127044678,9881.499999999996,True
46,0.179412841796875,3406.8,True
47,0.5771381855010986,7023.366666666665,True
48,0.24616765975952148,1994.8999999999999,True
49,0.15490508079528809,2518.6333333333328,True
50,0.23974180221557617,2062.8,True
51,0.7902932167053223,10353.756864674651,False
52,0,0,False
53,0.6375291347503662,8214.446939034795,True
54,0.7412149906158447,19613.779185304487,True
55,1.0582349300384521,7094.058735229099,False
56,0.9678399562835693,10065.133333333333,True
57,0.1882340908050537,1836.0999999999997,True
58,0.3892688751220703,5086.234168138097,True
59,0.559157133102417,11792.981200884224,False
60,0.9286749362945557,12053.297027994482,False
61,1.017313003540039,12959.853356720658,True
