Experiment ID,Episode,Execution Time (seconds),Travel Time Cost (seconds),Find
800-18,800,0.7547597885131836,282.9890238354905,False
800-19,800,0.754248857498169,538.834863114005,True
800-20,800,4.357367038726807,814.6247772905339,True
800-21,800,0.8355579376220703,229.6065943604015,False
800-22,800,3.2389469146728516,364.98333333333335,True
800-23,800,0.3998391628265381,66.56172623725749,True
800-24,800,0.6634862422943115,432.2968219427842,False
800-25,800,1.1904008388519287,311.26587644282046,False
800-26,800,0.3166220188140869,66.75833333333331,True
800-27,800,0.2729208469390869,177.49999999999997,True
800-28,800,1.7248668670654297,216.26666666666665,True
800-29,800,5.766967058181763,548.71000801502,True
800-30,800,0.8799829483032227,306.85656540033153,True
31,800,0,0,False
800-32,800,0.6535871028900146,351.79698524710966,False
800-33,800,0.5965290069580078,263.69999999999993,True
800-34,800,5.510069131851196,526.1261452120748,True
800-35,800,0.8553662300109863,354.69948185733205,False
800-36,800,0.2606489658355713,186.70833333333334,True
800-37,800,0.4021430015563965,216.5833333333333,True
800-38,800,0.621290922164917,371.84180712250736,False
800-39,800,2.8702759742736816,631.3814425910209,True
800-40,800,4.069342851638794,376.16666666666663,True
800-41,800,0.6699349880218506,366.2283550569256,True
800-42,800,0.613029956817627,404.33744852789846,True
800-43,800,4.158990144729614,1056.5481092576874,True
800-44,800,1.2405219078063965,275.17165460136533,True
800-45,800,3.367729902267456,525.3888825057888,True
800-46,800,0.1633920669555664,142.52499999999998,True
800-47,800,0.7869699001312256,310.6499523272947,True
48,800,0,0,False
800-49,800,1.0745460987091064,216.70211301140245,False
800-50,800,4.082644939422607,480.5443041925357,True
1000-1,1000,2.5416250228881836,306.825,True
2,1000,0,0,False
1000-3,1000,7.545135259628296,111.55432648221273,False
1000-4,1000,0.48592305183410645,136.4837530400385,True
5,1000,0,0,False
1000-6,1000,0.6409542560577393,247.26356257405772,True
1000-7,1000,0.704730749130249,285.28668839025886,True
1000-8,1000,0.9301059246063232,321.2792893971299,True
9,1000,0,0,False
1000-10,1000,0.5871920585632324,157.22499999999997,True
1000-11,1000,0.3517138957977295,227.41666666666663,True
12,1000,0,0,False
1000-13,1000,0.41710805892944336,158.04999999999998,True
1000-14,1000,0.6556673049926758,145.36666666666662,True
15,1000,0,0,False
1000-16,1000,7.890583038330078,672.6266300904811,True
1000-17,1000,0.21387696266174316,244.22499999999997,True
1000-18,1000,0.9076099395751953,333.75337305548567,True
1000-19,1000,0.8762111663818359,344.7546967585474,False
1000-20,1000,4.41711688041687,814.6247772905339,True
1000-21,1000,1.005208969116211,376.8164857875651,True
1000-22,1000,3.233496904373169,364.98333333333335,True
1000-23,1000,0.45567822456359863,66.56172623725749,True
1000-24,1000,0.7938358783721924,510.92999417832743,True
1000-25,1000,2.811552047729492,206.05833333333328,True
1000-26,1000,0.5123782157897949,66.75833333333331,True
1000-27,1000,0.30179476737976074,177.49999999999997,True
1000-28,1000,1.8819923400878906,216.26666666666665,True
1000-29,1000,5.8968870639801025,548.71000801502,True
1000-30,1000,0.9902100563049316,280.96557097659206,True
31,1000,0,0,False
1000-32,1000,0.7320823669433594,148.89161899396143,True
1000-33,1000,0.6040527820587158,263.69999999999993,True
1000-34,1000,5.618439197540283,526.1261452120748,True
1000-35,1000,0.9803462028503418,403.420753975234,True
1000-36,1000,0.29598402976989746,186.70833333333334,True
1000-37,1000,0.44548892974853516,216.5833333333333,True
1000-38,1000,0.7413530349731445,242.29533863898777,False
1000-39,1000,3.066885232925415,631.3814425910209,True
1000-40,1000,4.085137128829956,376.16666666666663,True
1000-41,1000,0.7682271003723145,366.2283550569256,True
1000-42,1000,0.7352111339569092,397.30507442717897,True
1000-43,1000,4.2513909339904785,1056.5481092576874,True
1000-44,1000,1.6039249897003174,275.17165460136533,True
1000-45,1000,3.397803783416748,525.3888825057888,True
1000-46,1000,0.17204880714416504,142.52499999999998,True
1000-47,1000,0.8691587448120117,310.5567108138219,True
48,1000,0,0,False
1000-49,1000,1.3033480644226074,356.95041970670513,True
1000-50,1000,4.191522121429443,480.5443041925357,True
