4337.083282989222,248.055,0.01
3455.9246364290857,200.23685,0.01
3455.9246364290857,200.23685,0.01
3354.7711735061193,264.093475,0.01
3354.7711735061193,264.093475,0.01
3934.4609832134292,55.67727000000001,0.01
4194.372204881954,220.414175,0.01
4423.633980815349,42.16619000000001,0.01
3455.9246364290857,200.23685,0.01
3455.9246364290857,200.23685,0.01
3354.7711735061193,264.093475,0.01
3354.7711735061193,264.093475,0.01
3805.8553012284046,185.28623000000002,0.01
3934.4609832134292,55.67727000000001,0.01
3354.7711735061193,264.093475,0.01
3354.7711735061193,264.093475,0.01
3354.7711735061193,264.093475,0.01
3688.4280057595397,207.33177500000002,0.01
3607.8549152384353,196.522515,0.01
3354.7711735061193,264.093475,0.01
3354.7711735061193,264.093475,0.01
3825.2142855737006,180.86096500000002,0.01
4287.366508279339,205.775825,0.01
3934.4609832134292,55.67727000000001,0.01
3354.7711735061193,264.093475,0.01
3354.7711735061193,264.093475,0.01
3934.4609832134292,55.67727000000001,0.01
3354.7711735061193,264.093475,0.01
3354.7711735061193,264.093475,0.01
3354.7711735061193,264.093475,0.01
4194.372204881954,220.414175,0.01
3455.9246364290857,200.23685,0.01
4423.211700680273,219.33144999999996,0.01
3455.9246364290857,200.23685,0.01
3354.7711735061193,264.093475,0.01
3354.7711735061193,264.093475,0.01
3354.7711735061193,264.093475,0.01
3354.7711735061193,264.093475,0.01
3354.7711735061193,264.093475,0.01
3354.7711735061193,264.093475,0.01
3354.7711735061193,264.093475,0.01
4242.159543817528,156.55755,0.01
4194.372204881954,220.414175,0.01
3533.810954726499,241.41204700000003,0.01
3815.782589381076,173.90312,0.01
3455.9246364290857,200.23685,0.01
3730.546184253461,251.06248799999995,0.01
3354.7711735061193,264.093475,0.01
3354.7711735061193,264.093475,0.01
3455.9246364290857,200.23685,0.01
3354.7711735061193,264.093475,0.02
3354.7711735061193,264.093475,0.02
3812.9926551627846,150.19503,0.02
3354.7711735061193,264.093475,0.02
4194.372204881954,220.414175,0.02
3696.178995188298,193.93655499999997,0.02
3624.327703383729,282.4974999999999,0.02
3354.7711735061193,264.093475,0.02
3455.9246364290857,200.23685,0.02
3455.9246364290857,200.23685,0.02
3354.7711735061193,264.093475,0.02
4423.633980815349,42.16619000000001,0.02
3455.9246364290857,200.23685,0.02
3812.9926551627846,150.19503,0.02
3354.7711735061193,264.093475,0.02
3354.7711735061193,264.093475,0.02
4194.372204881954,220.414175,0.02
