Start Node,End Node,Total Cost,Execution Time,Optimal Path Sequence,Final Route Mapping to original
-375581293#1,369977729#1,1674.3013669064744,2.294003963470459,"[('-375581293#1', '-13904652', 'walk', 735.4533333333334, 0.0), ('-13904652', 'walk', 'eb', 0.1), ('-13904652', '41502636#0', 'eb', 512.5413669064748, 45.595679999999994), ('41502636#0', 'eb', 'walk', 0.1), ('41502636#0', '369977729#1', 'walk', 426.1066666666666, 0.0)]"
128570462#1,-228731431#0,1390.1333333333334,2.2527008056640625,"[('128570462#1', '-228731431#0', 'walk', 1390.1333333333334, 0.0)]"
125814491#1,384401183,1372.5333333333335,2.2866151332855225,"[('125814491#1', '384401183', 'walk', 1372.5333333333335, 0.0)]"
10575480#0,44658727#1,1331.32,2.294528007507324,"[('10575480#0', '44658727#1', 'walk', 1331.32, 0.0)]"
231340191#1,-10892466#5,1716.588872901678,2.1855108737945557,"[('231340191#1', '-47638297#3', 'walk', 393.90000000000003, 0.0), ('-47638297#3', 'walk', 'eb', 0.1), ('-47638297#3', '41502636#0', 'eb', 334.5755395683453, 29.763839999999995), ('41502636#0', 'eb', 'walk', 0.1), ('41502636#0', '-10892466#5', 'walk', 987.9133333333331, 0.0)]"
-481402022,228731431#2,1838.9998561151074,2.235219955444336,"[('-481402022', '67138626#1', 'walk', 941.84, 0.0), ('67138626#1', 'walk', 'eb', 0.1), ('67138626#1', '-23347664#1', 'eb', 365.6798561151079, 32.530879999999996), ('-23347664#1', 'eb', 'walk', 0.1), ('-23347664#1', '228731431#2', 'walk', 531.2799999999999, 0.0)]"
-4263428#2,-151482075#2,1402.034700239808,2.257390022277832,"[('-4263428#2', '-13904652', 'walk', 280.4866666666667, 0.0), ('-13904652', 'walk', 'eb', 0.1), ('-13904652', '41502636#0', 'eb', 512.5413669064748, 45.595679999999994), ('41502636#0', 'eb', 'walk', 0.1), ('41502636#0', '-151482075#2', 'walk', 608.8066666666666, 0.0)]"
-236429465#2,-14047499#1,780.9533333333335,2.1531529426574707,"[('-236429465#2', '-14047499#1', 'walk', 780.9533333333335, 0.0)]"
229119089#0,7664730#0,867.287697841727,2.11244797706604,"[('229119089#0', '244844370#0', 'walk', 40.88666666666666, 0.0), ('244844370#0', 'walk', 'es', 0.1), ('244844370#0', '3791905#2', 'es', 83.62769784172663, 11.624250000000002), ('3791905#2', 'es', 'walk', 0.1), ('3791905#2', '7664730#0', 'walk', 742.5733333333336, 0.0)]"
41592105#5,-22820549#1,1685.9466666666658,1.9857511520385742,"[('41592105#5', '-22820549#1', 'walk', 1685.9466666666658, 0.0)]"
547766101#3,60115676,1351.86,1.9574439525604248,"[('547766101#3', '60115676', 'walk', 1351.86, 0.0)]"
-32016067#1,46160696#0,2556.2282494004794,1.9949309825897217,"[('-32016067#1', '-23347664#1', 'walk', 947.1133333333333, 0.0), ('-23347664#1', 'walk', 'eb', 0.1), ('-23347664#1', '361409608#3', 'eb', 377.93345323741016, 33.620960000000004), ('361409608#3', '-12341242#1', 'eb', 436.08812949640287, 38.794399999999996), ('-12341242#1', 'eb', 'walk', 0.1), ('-12341242#1', '46160696#0', 'walk', 794.8933333333333, 0.0)]"
38864100#0,-160963287#3,2052.2866666666664,1.9505038261413574,"[('38864100#0', '-160963287#3', 'walk', 2052.2866666666664, 0.0)]"
