obj1,Time cost,Fees,Risky,Parameter,Path
0.0,3354.7711735061193,12.400911,52.7780508628,0.01,"[('361450282', '369154722#2', 'walk', 1770.5933333333332, 0.0), ('369154722#2', 'walk', 'ec', 0.1), ('369154722#2', '-47638297#3', 'ec', 330.6645068394528, 803.76275), ('-47638297#3', 'ec', 'walk', 0.1), ('-47638297#3', '-110407380#1', 'walk', 1253.3133333333333, 0.0)]"
0.0,3408.137297493511,12.400911000000002,37.308622426800014,0.02,"[('361450282', '369154722#2', 'walk', 1770.5933333333332, 0.0), ('369154722#2', 'walk', 'ec', 0.1), ('369154722#2', '74233405#1', 'ec', 250.71130309575236, 609.4165), ('74233405#1', '-47638297#3', 'ec', 133.31932773109247, 194.34625000000003), ('-47638297#3', 'ec', 'walk', 0.1), ('-47638297#3', '-110407380#1', 'walk', 1253.3133333333333, 0.0)]"
0.0,3455.9246364290857,9.402426000000002,35.93720427780001,0.06,"[('361450282', '369154722#2', 'walk', 1770.5933333333332, 0.0), ('369154722#2', 'walk', 'ec', 0.1), ('369154722#2', '74233405#1', 'ec', 250.71130309575236, 609.4165), ('74233405#1', 'ec', 'walk', 0.1), ('74233405#1', '-110407380#1', 'walk', 1434.42, 0.0)]"
0.0,3607.8549152384353,8.787903000000002,41.3317488916,0.08,"[('361450282', '369154722#2', 'walk', 1770.5933333333332, 0.0), ('369154722#2', 'walk', 'ec', 0.1), ('369154722#2', '23395388#5', 'ec', 218.06551475881932, 530.06275), ('23395388#5', 'ec', 'eb', 0.1), ('23395388#5', '-47638297#3', 'eb', 365.5827338129497, 32.522240000000004), ('-47638297#3', 'eb', 'walk', 0.1), ('-47638297#3', '-110407380#1', 'walk', 1253.3133333333333, 0.0)]"
0.0,3978.52448441247,1.2898830000000001,41.38275966249999,0.2,"[('361450282', '369154722#2', 'walk', 1770.5933333333332, 0.0), ('369154722#2', 'walk', 'eb', 0.1), ('369154722#2', '-11685016#2', 'eb', 283.60971223021585, 25.229920000000003), ('-11685016#2', '74233405#1', 'eb', 489.7014388489209, 43.56384), ('74233405#1', 'eb', 'walk', 0.1), ('74233405#1', '-110407380#1', 'walk', 1434.42, 0.0)]"
0.0,4344.172781774582,1.1641254,47.418388368500004,0.3,"[('361450282', '369154722#2', 'walk', 1770.5933333333332, 0.0), ('369154722#2', 'walk', 'eb', 0.1), ('369154722#2', '23395388#5', 'eb', 544.771582733813, 48.462880000000006), ('23395388#5', 'eb', 'es', 0.1), ('23395388#5', '41502636#0', 'es', 208.83453237410072, 29.028), ('41502636#0', 'es', 'walk', 0.1), ('41502636#0', '-110407380#1', 'walk', 1819.4733333333336, 0.0)]"
0.0,4601.852470023982,0.716538,38.606913162100014,0.4,"[('361450282', '-64270141', 'walk', 2737.653333333334, 0.0), ('-64270141', 'walk', 'eb', 0.1), ('-64270141', '74233405#1', 'eb', 429.57913669064754, 38.215360000000004), ('74233405#1', 'eb', 'walk', 0.1), ('74233405#1', '-110407380#1', 'walk', 1434.42, 0.0)]"
0.0,4990.8362829736225,0.4955010000000001,34.21864291330001,0.5,"[('361450282', '129774671#0', 'walk', 2874.1000000000004, 0.0), ('129774671#0', 'walk', 'eb', 0.1), ('129774671#0', '41502636#0', 'eb', 297.0629496402878, 26.426720000000003), ('41502636#0', 'eb', 'walk', 0.1), ('41502636#0', '-110407380#1', 'walk', 1819.4733333333336, 0.0)]"
0.0,5185.740000000002,0.0,36.2873514978,0.6,"[('361450282', '74233405#1', 'walk', 3751.0200000000004, 0.0), ('74233405#1', '-110407380#1', 'walk', 1434.42, 0.0)]"
