Experiment ID,Number of Ants,Execution Time (seconds),Time Cost (seconds)
350-1,350,0.8804910182952881,3230.6091869186916
350-2,350,0.4468858242034912,5106.183466666666
350-3,350,0.877744197845459,3265.6474407440746
350-4,350,0.8780229091644287,3411.116393639364
350-5,350,0.23195314407348633,4701.6353315331535
350-6,350,0.6169872283935547,3415.832085134439
350-7,350,0.8103528022766113,4139.425262526252
350-8,350,0.7641398906707764,4190.57805580558
350-9,350,0.1899120807647705,3711.336406360636
350-10,350,0.7973301410675049,4184.464170417042
350-11,350,0.8218979835510254,3491.527110711071
350-12,350,0.8218338489532471,4037.6355535553557
350-13,350,0.787592887878418,4623.26792679268
350-14,350,0.9275119304656982,5064.919999999999
350-15,350,0.930670976638794,3617.6368976156873
350-16,350,0.861501932144165,4337.658903705185
350-17,350,0.8611159324645996,3924.121854185418
350-18,350,0.49408483505249023,3499.205328532853
350-19,350,0.8931670188903809,3503.96500450045
350-20,350,0.826894998550415,4605.135661566156
350-21,350,0.8315451145172119,3947.9595799579965
350-22,350,0.8514978885650635,4304.978577857785
350-23,350,0.802757740020752,5242.48720164609
350-24,350,0.8743038177490234,4782.725730573057
350-25,350,0.7887301445007324,4402.786234623462
350-26,350,0.7987289428710938,4357.428646864686
350-27,350,0.8005292415618896,4172.0918151815185
350-28,350,0.903907060623169,4507.447350735073
350-29,350,0.7905449867248535,4409.41744855967
350-30,350,0.7977390289306641,4390.3483408340835
