Experiment ID,Episode,Execution Time (seconds),Time Cost,Find
400-0,400,0.49102067947387695,5480.213333333333,True
400-1,400,0.527230978012085,5493.993333333332,True
400-2,400,0.47981715202331543,5493.993333333332,True
400-3,400,0.5103387832641602,5493.993333333332,True
400-4,400,0.4250459671020508,7533.728000000001,True
400-5,400,0.546771764755249,4487.603004115226,True
400-6,400,0.3770267963409424,5480.213333333333,True
400-7,400,0.34677577018737793,5484.526666666667,True
400-8,400,0.4345731735229492,5064.919999999999,True
400-9,400,0.3908820152282715,5609.74,True
400-10,400,0.37650465965270996,5609.74,True
400-11,400,0.5174510478973389,5064.919999999999,True
400-12,400,0.4911019802093506,5621.472098617268,True
400-13,400,0.43971920013427734,4331.788232823282,True
400-14,400,0.403961181640625,5123.593567356735,True
400-15,400,0.3648338317871094,5609.74,True
400-16,400,0.41852474212646484,5064.919999999999,True
400-17,400,0.5047187805175781,5609.74,True
400-18,400,0.3930189609527588,7063.936885688569,True
400-19,400,0.5724279880523682,6306.299705970596,True
400-20,400,0.3722498416900635,5064.919999999999,True
400-21,400,0.43324804306030273,5064.919999999999,True
400-22,400,0.4742469787597656,5493.993333333332,True
400-23,400,0.4066920280456543,6504.990196427049,True
400-24,400,0.48419189453125,7063.936885688569,True
400-25,400,0.5333709716796875,5368.1948971193415,True
400-26,400,0.4514439105987549,4818.634133333332,True
400-27,400,0.35782694816589355,5609.74,True
400-28,400,0.43960022926330566,5609.74,True
400-29,400,0.37880802154541016,4672.015637860081,True
