Experiment ID,Episode,Execution Time (seconds),Time Cost
400-1,400,1.69663405418396,3924.121854185418
400-2,400,1.5606298446655273,3924.121854185418
400-4,400,2.7896299362182617,5061.882757201645
400-10,400,1.613603115081787,3416.5173837383736
400-11,400,1.5105690956115723,4370.66795231375
400-13,400,1.6211068630218506,3361.736105610561
400-14,400,1.5811281204223633,3450.8292649264927
400-15,400,1.5752332210540771,3967.76406840684
400-19,400,1.451674222946167,4132.313855385539
400-26,400,3.8965811729431152,3361.736105610561
400-27,400,1.5811378955841064,3603.3185953410157
400-29,400,1.663761854171753,4343.569367307102
