Experiment ID,Episode,Execution Time (seconds),Time Cost,Find
400-0,400,0.7981882095336914,6448.688385245931,True
400-1,400,0.4173610210418701,5064.919999999999,True
400-2,400,0.5523409843444824,5609.74,True
400-3,400,0.738710880279541,99604992.73819381,False
400-4,400,0.7757768630981445,6100.915843621398,True
400-5,400,0.8392939567565918,6353.752209540953,True
400-6,400,0.7788259983062744,5106.183466666666,True
400-7,400,0.7319149971008301,5067.832562435503,True
400-8,400,1.0325350761413574,5406.079999999998,True
400-9,400,0.7723288536071777,7174.043779423866,True
400-10,400,0.594245195388794,5406.079999999998,True
400-11,400,0.79335618019104,99703534.51339753,False
400-12,400,0.7815909385681152,5609.74,True
400-13,400,0.775874137878418,99803323.97119342,False
400-14,400,0.6842422485351562,5000.365794238683,True
400-15,400,0.823436975479126,99702929.91821998,False
400-16,400,0.8216860294342041,5592.606666666667,True
400-17,400,0.7283132076263428,4586.893601646089,True
400-18,400,0.5576980113983154,5407.896266666667,True
400-19,400,0.7341170310974121,5464.656715991599,True
400-20,400,0.7287392616271973,6705.550329218106,True
400-21,400,0.6271889209747314,4279.564782478247,True
400-22,400,0.6881599426269531,5064.919999999999,True
400-23,400,0.6963069438934326,4487.603004115226,True
400-24,400,0.6715469360351562,5284.184516266441,True
400-25,400,0.9260571002960205,5873.149106172839,True
400-26,400,0.6819777488708496,6210.969985220743,True
400-27,400,0.6412668228149414,5351.571733333332,True
400-28,400,0.8238086700439453,6229.496720987654,True
400-29,400,0.725623607635498,5921.5232,True
